FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Adam,Federici,GLK,BOU,4400000,0,8,0.111111111111111,2.5252525252525296e-08,1.81818181818182e-06,0,3381,1,3,0,5,0,0,0,1.8,129,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,2036,0,31,0,0,180,24,0,0,37,Man City,West Brom,Man Utd,West Ham,Swansea,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,2,23,0.319444444444444,6.38888888888889e-08,4.6e-06,0,138881,1,11,0,0,0,1,0,4.6,763,-5,0,23,5,0.8,0,3.8,1,0,1,0,1,0.7,13341,0,0,0,0,506,1060,0,1,101,West Brom,Watford,Chelsea,Bournemouth,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marouane,Fellaini,MID,MUN,5800000,1,24,1.3,2.24137931034483e-07,4.13793103448276e-06,0,18393,6,12,0,0,0,0,0,4.1,232,-2,0,24,2,0.1,0,0.8,0,0,4,0,0,0.2,11465,0,164,0,0,867,158,0,0,154,Watford,Bournemouth,Southampton,Middlesbrough,West Brom,0.9,0.0,0.7,0.6,0.7,0.6,0.7,0.8,0.6,0.6,0.6,0.6,0.6,0.6
Leroy,Fer,MID,SWA,4800000,2,70,3.5,7.29166666666667e-07,1.4583333333333301e-05,0,632956,5,34,0,0,0,6,0,14.6,7208,-2,0,70,2,0.3,0,1.3,5,0,2,0,1,5.3,701705,0,107,0,2,1426,5485,0,0,293,Leicester,Chelsea,Burnley,Hull City,Bournemouth,4.3,2.3,4.6,3.8,2.7,3.6,3.1,2.4,3.6,3.3,3.3,3.5,3.8,3.3
Edimilson,Fernandes,MID,WHU,4800000,0,17,0.236111111111111,4.9189814814814804e-08,3.5416666666666703e-06,0,745,2,8,0,0,0,0,0,3.5,23,-2,0,17,2,0.2,0,0.8,0,0,1,0,0,0.0,768,0,0,0,0,467,16,0,0,59,West Brom,Watford,Chelsea,Bournemouth,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,1,16,1.2,2.85714285714286e-07,3.80952380952381e-06,0,66005,4,25,0,0,0,0,0,3.8,575,-3,0,16,3,0.2,0,0.8,0,0,1,0,0,1.1,14214,0,333,0,0,1170,2341,0,0,185,Leicester,Chelsea,Burnley,Hull City,Bournemouth,0.6,0.6,0.9,0.7,0.7,0.7,0.8,0.9,0.6,0.8,0.6,0.7,0.6,0.9
,Fernandinho,MID,MCI,5300000,2,41,2.2,4.15094339622642e-07,7.73584905660377e-06,0,122063,3,18,0,0,0,1,0,7.7,507,-2,0,41,2,0.2,0,0.8,3,0,3,0,1,1.3,71370,0,417,0,0,1585,802,0,2,257,Bournemouth,Sunderland,Stoke,Liverpool,Arsenal,1.2,0.0,1.8,1.7,1.2,1.1,1.1,2.3,1.2,1.6,1.5,1.5,2.3,1.7
,Fernando,MID,MCI,4700000,1,15,0.208333333333333,4.4326241134751795e-08,3.1914893617021303e-06,0,14816,3,8,0,0,0,0,0,3.2,155,-3,0,15,3,0.1,0,0.3,1,0,1,0,0,0.2,7268,0,236,0,0,533,128,0,0,93,Bournemouth,Sunderland,Stoke,Liverpool,Arsenal,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,1,6,0.0833333333333333,1.8939393939393898e-08,1.36363636363636e-06,0,603,1,1,0,0,0,0,0,1.4,9,-1,0,6,1,0.1,0,0.5,0,0,1,0,0,0.0,615,0,0,0,0,168,8,0,0,33,West Ham,Bournemouth,Crystal Palace,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8400000,2,116,5.0,5.95238095238095e-07,1.3809523809523801e-05,0,1050483,3,29,0,0,0,8,0,13.8,54555,-1,0,116,1,0.6,0,4.8,12,0,6,0,5,10.5,1053706,0,522,0,5,2042,11527,0,0,398,Tottenham,Leicester,Arsenal,Burnley,Man City,5.7,5.3,4.8,7.5,3.9,6.3,6.2,4.7,4.0,5.6,5.6,6.3,3.7,6.4
Viktor,Fischer,MID,MID,4900000,0,21,0.29166666666666696,5.95238095238095e-08,4.28571428571429e-06,0,43655,0,6,0,0,0,0,0,4.3,70,-6,0,21,6,0.0,0,0.0,0,0,1,0,2,0.2,2131,0,0,0,0,407,8,0,0,74,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4300000,0,9,0.125,2.9069767441860498e-08,2.09302325581395e-06,0,4484,0,4,0,0,0,0,0,2.1,194,-2,0,9,2,0.1,0,0.3,0,0,0,0,0,0.1,6041,0,0,0,0,238,136,0,0,36,Stoke,Middlesbrough,West Brom,Tottenham,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,0,8,0.111111111111111,2.5839793281653704e-08,1.86046511627907e-06,0,17974,2,4,0,0,0,0,0,1.9,243,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.2,4627,0,67,0,0,315,39,0,0,51,Chelsea,Hull City,Swansea,Liverpool,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ashley,Fletcher,FWD,WHU,5000000,0,13,0.18055555555555605,3.61111111111111e-08,2.6e-06,0,11675,2,10,0,0,0,0,0,2.6,350,0,0,13,0,0.1,0,0.5,0,0,0,0,0,0.2,13010,0,0,0,0,322,228,0,0,24,West Brom,Watford,Chelsea,Bournemouth,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4500000,3,72,3.0,6.66666666666667e-07,1.6e-05,0,482780,0,25,0,0,0,2,0,16.0,10822,0,0,72,0,1.1,0,5.0,2,0,7,0,2,10.0,366129,0,403,0,1,2074,16061,0,0,305,West Ham,Bournemouth,Crystal Palace,Everton,Arsenal,1.5,3.0,2.6,1.9,2.2,2.2,2.5,3.1,2.2,1.6,3.7,2.0,2.4,2.2
Michael,Folivi,FWD,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,279,0,0,0,0,0,0,0,0.2,41,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,425,0,0,0,0,10,5,0,0,2,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5300000,2,60,3.2,6.0377358490566e-07,1.1320754716981099e-05,0,216965,2,26,0,0,0,0,0,11.3,4286,-2,0,60,2,0.1,0,0.5,6,0,7,0,0,3.6,144339,0,487,0,0,1710,2607,0,0,348,West Brom,Watford,Chelsea,Bournemouth,Leicester,4.0,2.7,3.5,3.2,3.2,3.1,3.8,3.4,2.4,3.4,3.3,3.9,4.4,2.2
Adam,Forshaw,MID,MID,4500000,2,60,2.5,5.55555555555556e-07,1.3333333333333301e-05,0,31004,3,24,0,0,0,0,0,13.3,2830,0,0,60,0,0.5,0,2.3,3,0,7,0,2,0.7,57361,0,0,0,0,2010,1221,0,0,336,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,2.2,1.9,1.6,2.9,2.0,1.8,2.2,3.0,1.5,1.4,1.7,1.2,2.2,1.2
Fraser,Forster,GLK,SOU,5100000,1,75,3.1,6.078431372549021e-07,1.4705882352941199e-05,0,176469,2,31,0,40,0,0,0,14.7,8183,1,0,75,-1,0.6,0,3.0,1,0,8,0,0,4.4,153021,0,233,0,0,2160,1148,0,0,357,Sunderland,Watford,Man Utd,Tottenham,Bournemouth,2.0,0.0,2.3,2.7,2.2,4.1,3.7,2.7,3.4,2.4,4.0,3.2,2.5,3.9
Ben,Foster,GLK,WBA,4700000,5,82,3.4,7.23404255319149e-07,1.74468085106383e-05,0,360861,2,29,0,86,0,0,0,17.4,10073,2,0,82,-2,0.9,0,4.3,4,0,5,0,0,15.3,626850,0,129,0,2,2160,12725,0,0,443,West Ham,Bournemouth,Crystal Palace,Everton,Arsenal,3.8,4.7,4.1,2.6,4.7,2.5,2.7,4.9,4.9,2.9,3.7,2.1,4.0,3.2
Timothy,Fosu-Mensah,DEF,MUN,4100000,0,1,0.0138888888888889,3.3875338753387505e-09,2.4390243902438996e-07,0,8986,0,0,0,0,0,0,0,0.2,169,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.1,3553,0,40,0,0,1,88,0,0,2,Watford,Bournemouth,Southampton,Middlesbrough,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4600000,0,55,2.5,5.43478260869565e-07,1.19565217391304e-05,0,147907,3,39,0,0,0,0,0,12.0,7331,1,0,55,-1,0.1,0,0.3,5,0,6,0,1,1.8,162085,0,462,0,1,1926,335,0,1,421,Man City,West Brom,Man Utd,West Ham,Swansea,0.0,1.9,1.5,3.2,2.5,2.1,2.3,2.6,1.6,2.5,1.4,2.8,2.9,1.3
Ryan,Fraser,MID,BOU,4800000,5,60,0.833333333333333,1.73611111111111e-07,1.25e-05,0,43171,0,18,0,0,0,3,0,12.2,6390,-2,1,60,2,0.7,0,3.3,5,0,3,0,5,1.9,119862,0,0,0,2,820,3669,-1,0,202,Man City,West Brom,Man Utd,West Ham,Swansea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4
George,Friend,DEF,MID,4400000,0,46,2.9,6.59090909090909e-07,1.04545454545455e-05,0,260380,1,17,0,0,0,0,0,10.5,9385,-1,0,46,1,0.4,0,1.8,5,0,3,0,2,2.5,146151,0,0,0,0,1260,106,0,0,269,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,0.0,3.2,2.8,2.9,2.2,2.7,2.7,3.5,3.6,2.8,2.9,2.4,3.8,3.1
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,64512,0,0,0,0,0,0,0,0.0,235,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,4067,0,0,0,0,0,91,0,0,0,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.125,2.7777777777777797e-08,2e-06,0,824,0,7,0,0,0,0,0,2.0,11,0,0,9,0,0.0,0,0.0,0,0,0,0,1,0.0,980,0,0,0,0,188,12,0,0,38,Stoke,Middlesbrough,West Brom,Tottenham,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5200000,0,55,2.4,4.615384615384621e-07,1.05769230769231e-05,0,391843,7,39,0,0,0,1,0,10.4,4696,-3,1,55,3,0.2,0,0.8,4,0,4,0,2,4.6,127269,0,482,0,1,1978,261,-1,0,405,Swansea,Liverpool,Hull City,Arsenal,West Ham,1.8,3.1,2.8,2.2,2.2,2.7,2.3,1.4,2.2,2.8,1.8,2.4,1.6,2.9
Jay,Fulton,MID,SWA,4400000,0,17,0.236111111111111,5.36616161616162e-08,3.86363636363636e-06,0,1422,2,14,0,0,0,0,0,3.9,30,-1,0,17,1,0.1,0,0.3,0,0,3,0,0,0.0,931,0,4,0,0,624,7,0,0,81,Leicester,Chelsea,Burnley,Hull City,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4700000,4,53,0.7361111111111109,1.5661938534279e-07,1.12765957446809e-05,0,90637,0,16,0,0,0,0,0,11.3,2767,-3,0,53,3,1.1,0,5.0,3,0,5,0,1,2.9,103747,0,304,0,0,1193,18023,0,0,286,Middlesbrough,Sunderland,Tottenham,West Brom,Hull City,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Manolo,Gabbiadini,FWD,SOU,6500000,7,7,0.0972222222222222,1.4957264957265e-08,1.07692307692308e-06,0,1779,0,3,0,0,0,1,0,1.1,1569,0,0,7,0,1.1,0,7.0,1,0,0,0,0,0.7,33085,0,0,0,0,90,26835,0,0,27,Sunderland,Watford,Man Utd,Tottenham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gabriel,DEF,ARS,4800000,1,28,0.38888888888888895,8.10185185185185e-08,5.83333333333333e-06,0,26152,3,12,0,0,0,0,0,5.8,1839,-2,0,28,2,0.5,0,2.3,0,0,3,0,0,0.6,40824,0,244,0,0,986,2118,0,0,196,Hull City,Liverpool,Leicester,West Brom,Man City,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Brendan,Galloway,DEF,WBA,4000000,0,9,0.125,3.125e-08,2.25e-06,0,18308,0,3,0,0,0,0,0,2.3,392,-5,0,9,5,0.0,0,0.0,0,0,1,0,0,0.2,15637,0,126,0,0,247,115,0,0,44,West Ham,Bournemouth,Crystal Palace,Everton,Arsenal,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,28238,0,0,0,0,0,0,0,0.0,216,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,1973,0,0,0,0,0,7,0,0,0,West Ham,Bournemouth,Crystal Palace,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,0,3,0.0416666666666667,8.33333333333333e-09,6e-07,0,483,0,1,0,0,0,0,0,0.6,32,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,490,0,0,0,0,29,34,0,0,11,Bournemouth,Sunderland,Stoke,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7293,1,6,0,0,0,0,0,2.7,43,-4,0,14,4,0.0,0,0.0,0,0,1,0,1,0.1,5069,0,244,0,0,218,7,0,0,52,West Ham,Bournemouth,Crystal Palace,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,5132,0,0,0,0,0,0,0,0.0,120,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5501,0,0,0,0,0,57,0,0,0,Sunderland,Watford,Man Utd,Tottenham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,285,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,107,0,15,0,0,0,4,0,0,0,Sunderland,Watford,Man Utd,Tottenham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy,Gestede,FWD,MID,4700000,0,3,0.0416666666666667,8.86524822695035e-09,6.382978723404259e-07,0,2074,0,1,0,0,0,0,0,0.6,465,-3,1,3,3,0.2,0,0.8,0,0,0,0,0,0.0,3558,0,0,0,0,38,246,-1,0,7,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kieran,Gibbs,DEF,ARS,4700000,0,12,0.166666666666667,3.54609929078014e-08,2.5531914893617e-06,0,22926,2,1,0,0,0,0,0,2.6,166,-3,0,12,3,0.0,0,0.0,0,0,1,0,1,0.5,7104,0,69,0,0,207,129,0,0,59,Hull City,Liverpool,Leicester,West Brom,Man City,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4900000,2,81,3.4,6.93877551020408e-07,1.6530612244898e-05,0,221045,3,27,0,0,0,1,0,16.5,16347,4,0,81,-4,0.5,0,2.5,9,0,7,0,0,9.4,555723,0,0,0,1,2160,17013,0,0,431,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,3.8,4.0,3.6,3.6,2.9,3.4,3.4,4.3,4.5,3.5,3.7,3.0,4.7,3.9
Darron,Gibson,MID,SUN,4300000,1,1,0.0138888888888889,3.22997416020672e-09,2.3255813953488398e-07,0,5917,0,0,0,0,0,0,0,0.2,88,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.1,3451,0,44,0,0,39,216,0,0,3,Southampton,Everton,Man City,Middlesbrough,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier,Giroud,FWD,ARS,8400000,6,77,4.5,5.35714285714286e-07,9.16666666666667e-06,0,563123,1,7,0,0,0,8,0,9.1,41902,-6,1,77,6,0.4,0,3.5,13,0,3,0,4,4.7,676542,0,629,0,2,665,11268,-1,0,286,Hull City,Liverpool,Leicester,West Brom,Man City,6.5,0.0,5.2,6.5,4.6,5.8,5.7,5.6,4.8,6.3,4.1,4.9,4.9,5.3
Shay,Given,GLK,STK,4300000,0,13,0.18055555555555605,4.19896640826873e-08,3.02325581395349e-06,0,23658,1,14,0,18,0,0,0,3.0,293,-2,0,13,2,0.0,0,0.0,3,0,0,0,0,0.5,20076,1,24,1,1,450,73,0,0,92,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,941,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,324,0,4,0,0,0,16,0,0,0,Hull City,Liverpool,Leicester,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4900000,3,69,2.9,5.91836734693878e-07,1.40816326530612e-05,0,87349,1,36,0,65,0,0,0,14.1,1871,-1,0,69,1,0.7,0,3.5,4,0,4,0,0,1.7,33975,1,375,1,0,2077,440,0,0,411,Man Utd,West Ham,Southampton,Chelsea,Crystal Palace,2.0,3.8,3.9,2.3,3.1,2.9,3.6,2.2,3.0,2.6,3.9,1.8,2.1,3.0
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,1169,0,0,0,0,0,0,0,0.0,41,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,599,0,58,0,0,0,41,0,0,0,Tottenham,Leicester,Arsenal,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1705,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,460,0,242,0,0,0,20,0,0,0,Leicester,Chelsea,Burnley,Hull City,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynden,Gooch,MID,SUN,4200000,0,10,0.138888888888889,3.3068783068783096e-08,2.38095238095238e-06,0,7039,3,5,0,0,0,0,0,2.4,236,-3,0,10,3,0.0,0,0.0,0,0,1,0,0,0.1,9632,0,0,0,0,323,463,0,0,38,Southampton,Everton,Man City,Middlesbrough,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,1,36,0.5,1.0638297872340401e-07,7.65957446808511e-06,0,11395,4,20,0,0,0,2,0,7.7,230,-3,0,36,3,0.1,0,0.3,1,0,2,0,0,0.1,8093,0,331,0,0,883,25,0,0,165,Man City,West Brom,Man Utd,West Ham,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2
Lewis,Grabban,FWD,BOU,4300000,0,6,2.0,4.65116279069767e-07,1.3953488372093e-06,0,231444,0,2,0,0,0,0,0,1.4,12774,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,3.7,189726,0,124,0,0,60,699,0,0,17,Man City,West Brom,Man Utd,West Ham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,4,0.0555555555555556,1.1111111111111102e-08,8e-07,0,13256,1,0,0,0,0,0,0,0.8,36,-5,0,4,5,0.0,0,0.0,0,0,0,0,0,0.1,1079,0,155,0,0,95,15,0,0,14,Man City,West Brom,Man Utd,West Ham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4400000,3,75,3.9,8.86363636363636e-07,1.7045454545454502e-05,0,92200,1,22,0,63,0,0,0,17.0,8651,4,0,75,-4,0.7,0,3.0,7,0,6,0,0,8.5,424756,0,0,0,2,1710,13588,0,0,375,Crystal Palace,Tottenham,Middlesbrough,Man City,Chelsea,4.8,3.6,4.6,3.9,4.7,3.0,2.9,5.7,5.2,4.2,5.5,4.3,5.4,4.4
Andre,Gray,FWD,BUR,6100000,1,68,3.8,6.22950819672131e-07,1.1147540983606599e-05,0,607866,2,20,0,0,0,6,0,11.0,38812,-4,1,68,4,0.5,0,3.3,8,0,5,0,2,4.6,355041,0,0,0,1,1390,1877,-1,0,188,Chelsea,Hull City,Swansea,Liverpool,Sunderland,4.2,3.4,3.8,3.0,3.1,5.1,5.0,2.7,2.3,4.4,3.3,5.1,2.8,5.1
Demarai,Gray,MID,LEI,4800000,1,38,0.527777777777778,1.09953703703704e-07,7.91666666666667e-06,0,49467,1,11,0,0,0,1,0,7.9,553,-2,0,38,2,0.4,0,1.8,0,0,2,0,3,0.6,35528,0,57,0,0,636,2601,0,0,138,Swansea,Liverpool,Hull City,Arsenal,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Kamil,Grosicki,MID,HUL,5500000,3,3,0.0416666666666667,7.575757575757571e-09,5.454545454545451e-07,0,196,0,0,0,0,0,0,0,0.5,151,0,0,3,0,0.5,0,3.0,0,0,1,0,0,0.1,4922,0,0,0,0,79,2127,0,0,14,Arsenal,Burnley,Leicester,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marko,Grujic,MID,LIV,4300000,0,2,0.0277777777777778,6.45994832041344e-09,4.65116279069767e-07,0,27117,0,0,0,0,0,0,0,0.5,68,-7,0,2,7,0.0,0,0.0,0,0,0,0,0,0.2,2555,0,0,0,0,30,15,0,0,6,Tottenham,Leicester,Arsenal,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,4900000,0,41,0.569444444444444,1.16213151927438e-07,8.36734693877551e-06,0,21981,0,17,0,0,0,1,0,8.4,110,-6,0,41,6,0.0,0,0.0,3,0,3,0,2,0.1,13482,0,0,0,1,922,24,0,0,162,Chelsea,Hull City,Swansea,Liverpool,Sunderland,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adlene,Guedioura,MID,MID,4300000,1,22,0.305555555555556,7.10594315245478e-08,5.11627906976744e-06,0,7241,2,19,0,0,0,0,0,5.1,106,-2,0,22,2,0.1,0,0.3,0,0,0,0,1,0.1,7298,0,56,0,0,750,160,0,0,114,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Idrissa,Gueye,MID,EVE,5000000,0,50,2.6,5.2e-07,1e-05,0,38484,6,17,0,0,0,0,0,10.0,364,0,0,50,0,0.0,0,0.0,7,0,5,0,2,0.3,35917,0,270,0,0,1665,266,0,0,332,Middlesbrough,Sunderland,Tottenham,West Brom,Hull City,1.8,3.2,1.3,2.3,3.1,1.3,1.8,3.0,3.3,1.3,1.9,1.8,2.9,1.3
Ilkay,Gundogan,MID,MCI,4900000,0,41,0.569444444444444,1.16213151927438e-07,8.36734693877551e-06,0,698322,0,8,0,0,0,3,0,8.4,2089,-6,0,41,6,0.0,0,0.0,2,0,3,0,1,1.5,699552,0,0,0,1,704,145,0,0,196,Bournemouth,Sunderland,Stoke,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Bradley,Guzan,GLK,MID,4300000,0,17,0.236111111111111,5.49095607235142e-08,3.9534883720930196e-06,0,26884,0,1,0,10,0,0,0,4.0,461,-2,0,17,2,0.0,0,0.0,1,0,2,0,0,0.5,13218,0,188,0,1,270,75,0,0,69,Everton,Crystal Palace,Stoke,Sunderland,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,346,0,0,0,0,0,0,0,0.0,15,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.0,312,0,0,0,0,0,6,-1,0,0,Swansea,Liverpool,Hull City,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,86,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,138,0,0,0,0,0,14,0,0,0,West Ham,Bournemouth,Crystal Palace,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
