FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Timothy,Fosu-Mensah,DEF,CRY,4400000,2,34,2.0,4.54545454545455e-07,7.727272727272729e-06,0,89173,1,24,0,0,0,0,0,7.7,1543,-1,0,34,1,0.8,0,3.7,3,0,2,0,0,1.2,63513,0,0,0,0,1320,5854,0,0,244,Newcastle,Everton,Tottenham,Man Utd,Chelsea,1.5,1.0,1.7,1.8,1.4,1.2,1.9,1.1,2.2,1.7,1.6,1.4,1.9,39.5
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1583,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1675,0,0,0,0,0,21,0,0,0,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4300000,6,37,1.8,4.1860465116279104e-07,8.6046511627907e-06,0,157393,6,26,0,0,0,0,0,8.6,1825,-2,0,37,2,0.7,0,3.0,1,0,3,0,0,1.3,85060,0,0,0,0,1792,21085,0,1,308,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,1.6,1.1,1.2,1.0,1.4,1.5,1.5,2.4,1.2,1.4,1.4,1.2,1.3,84.2
Ryan,Fraser,MID,BOU,5100000,3,60,3.8,7.45098039215686e-07,1.1764705882352901e-05,0,86240,0,19,0,0,0,4,0,11.8,3338,-4,0,60,4,1.1,0,5.7,8,0,1,0,1,1.2,86377,0,0,0,2,1131,13802,0,0,214,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,4.1,3.6,4.2,3.3,3.5,4.6,3.5,4.0,2.5,3.3,3.6,4.1,3.4,86.0
Christian,Fuchs,DEF,LEI,4800000,1,49,2.7,5.625e-07,1.0208333333333301e-05,0,193790,1,20,0,0,0,0,0,10.2,3188,-2,0,49,2,0.1,0,0.7,6,0,4,0,1,2.0,99950,0,0,0,1,1384,1789,0,0,263,Swansea,Man City,Stoke,Bournemouth,West Brom,2.5,1.8,3.1,2.4,1.9,3.4,2.4,2.4,2.4,2.9,3.2,3.4,1.9,51.6
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.1627906976744199e-07,2.3255813953488398e-07,0,4009,1,0,0,0,0,0,0,0.2,54,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,3682,0,0,0,0,17,6,0,0,1,Leicester,Burnley,Brighton,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,1103,0,0,0,0,0,0,0,0.0,21,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,481,0,0,0,0,0,19,0,0,0,Arsenal,Crystal Palace,Watford,Burnley,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6300000,0,46,2.1,3.3333333333333304e-07,7.3015873015873e-06,0,491388,2,14,0,0,0,3,0,7.3,3572,-7,0,46,7,0.1,0,0.7,4,0,4,0,0,1.3,259416,0,0,0,1,940,149,0,0,136,West Brom,Liverpool,Burnley,Stoke,Newcastle,0.0,1.5,1.4,2.2,1.7,1.5,1.5,1.1,1.1,1.5,1.8,1.5,1.5,41.1
Ali,Gabr,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,527,0,0,0,0,0,0,0,0.0,469,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4184,0,0,0,0,0,3286,0,0,0,Southampton,Chelsea,Huddersfield,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2202,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,348,0,0,0,0,0,3,0,0,0,Everton,Tottenham,Man City,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,3900000,0,9,0.36,9.23076923076923e-08,2.3076923076923098e-06,0,214941,0,0,0,0,0,0,0,2.3,2430,-1,0,9,1,0.0,0,0.0,2,0,1,0,0,1.7,192606,0,0,0,0,97,941,0,0,38,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.4
Dwight,Gayle,FWD,NEW,6100000,1,49,1.96,3.21311475409836e-07,8.0327868852459e-06,0,179219,2,23,0,0,0,3,0,8.0,3508,-4,0,49,4,0.2,0,1.3,4,0,1,0,1,0.8,103284,0,0,0,1,1059,414,0,0,150,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,1.4,1.5,1.5,1.1,1.7,1.1,1.9,1.4,1.6,1.3,1.8,1.5,1.0,74.9
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.36,8.57142857142857e-08,2.1428571428571398e-06,0,4771,0,0,0,3,0,0,0,2.1,130,-3,0,9,3,0.0,0,0.0,2,0,1,0,0,0.1,6085,0,0,0,0,90,136,0,0,26,Liverpool,Arsenal,Crystal Palace,Huddersfield,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Kieran,Gibbs,DEF,WBA,5000000,0,59,2.8,5.6e-07,1.18e-05,0,38106,1,26,0,0,0,0,0,11.8,2703,0,0,59,0,0.5,0,2.7,1,0,5,0,2,0.5,47027,0,0,0,0,1806,195,0,0,318,Southampton,Chelsea,Huddersfield,Watford,Leicester,0.0,2.2,3.4,2.7,2.9,1.9,3.1,2.8,1.8,3.2,2.0,3.0,3.2,70.2
Olivier,Giroud,FWD,CHE,8200000,1,37,2.3,2.80487804878049e-07,4.51219512195122e-06,0,127047,0,4,0,0,0,4,0,4.5,3017,-3,0,37,3,0.0,0,0.3,4,0,1,0,0,1.7,102630,0,0,0,1,374,44988,0,0,140,Watford,West Brom,Man Utd,Man City,Crystal Palace,2.0,2.3,1.4,1.7,2.2,1.7,1.8,2.1,2.0,2.4,1.7,1.8,1.9,53.1
Connor,Goldson,DEF,BHA,3900000,0,5,0.2,5.12820512820513e-08,1.28205128205128e-06,0,83491,1,4,0,0,0,0,0,1.3,4582,-1,0,5,1,-0.1,0,-0.3,0,0,1,0,0,2.9,182874,0,0,0,0,180,8424,0,0,33,West Ham,Stoke,Swansea,Arsenal,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6e-07,1.3777777777777801e-05,0,145329,0,39,0,61,0,0,0,13.8,9492,0,0,62,0,0.1,0,0.3,4,0,5,0,0,1.6,131948,0,0,0,0,2038,49,0,0,386,Chelsea,West Ham,Everton,West Brom,Arsenal,0.0,2.8,2.2,2.7,2.3,2.4,2.2,2.7,2.3,3.8,2.2,2.2,2.0,45.1
Joseph,Gomez,DEF,LIV,4700000,6,71,3.5,7.4468085106383e-07,1.5106382978723401e-05,0,400775,2,20,0,0,0,0,0,15.1,12850,2,0,71,-2,0.6,0,3.0,6,0,7,0,2,6.2,670236,0,0,0,2,1631,21653,0,0,409,Tottenham,Southampton,West Ham,Newcastle,Man Utd,4.0,3.6,4.8,3.6,2.7,4.4,4.2,2.4,3.6,2.9,4.4,3.4,4.7,64.4
Dan,Gosling,MID,BOU,4800000,3,34,1.36,2.8333333333333304e-07,7.08333333333333e-06,0,6590,3,19,0,0,0,1,0,7.1,180,-2,0,34,2,0.4,0,1.7,2,0,1,0,1,0.1,5988,0,0,0,0,1002,156,0,0,142,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0.8,0.7,0.8,0.7,0.7,1.0,0.7,0.8,0.7,0.7,0.7,0.8,0.7,48.9
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,254,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,32,0,0,0,0,0,1,0,0,0,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,4011,0,0,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,135,0,0,0,0,0,0,0,0,0,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4200000,0,5,0.2,4.76190476190476e-08,1.19047619047619e-06,0,26678,0,7,0,8,0,0,0,1.2,285,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.3,9025,0,0,0,0,270,332,0,0,44,Bournemouth,Brighton,Leicester,Southampton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,1,64,2.7,4.28571428571429e-07,1.0158730158730198e-05,0,277151,1,25,0,0,0,4,0,10.2,12632,-2,0,64,2,0.4,0,2.7,3,0,5,0,3,1.7,247013,0,0,0,0,1244,978,0,0,188,Chelsea,West Ham,Everton,West Brom,Arsenal,1.7,2.3,2.7,2.8,1.7,1.9,2.6,2.3,2.3,2.7,1.9,2.6,1.8,89.7
Demarai,Gray,MID,LEI,5300000,2,56,2.3,4.33962264150943e-07,1.05660377358491e-05,0,130198,2,21,0,0,0,3,0,10.6,2855,-2,0,56,2,0.2,0,1.3,2,0,3,0,1,0.8,128633,0,0,0,0,1160,2624,0,0,213,Swansea,Man City,Stoke,Bournemouth,West Brom,2.0,1.2,2.0,2.0,1.5,2.3,1.3,2.1,1.4,1.9,1.3,2.2,1.2,76.6
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,4958,0,0,0,0,0,0,0,0.0,170,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,12175,0,0,0,0,0,242,0,0,0,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,5800000,2,107,4.3,7.41379310344828e-07,1.8448275862069e-05,0,1334876,1,29,0,0,0,4,0,18.4,48149,3,0,107,-3,0.3,0,2.0,17,0,8,0,5,14.8,2012064,0,0,0,1,1899,40969,0,0,406,West Ham,Stoke,Swansea,Arsenal,Everton,5.4,3.6,5.2,5.6,4.4,2.6,5.1,5.9,3.5,4.5,3.8,4.3,2.8,151.3
Marko,Grujic,MID,LIV,4200000,0,3,1.0,2.38095238095238e-07,7.142857142857141e-07,0,49026,0,0,0,0,0,0,0,0.7,726,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.5,51860,0,0,0,0,14,34,0,0,9,Tottenham,Southampton,West Ham,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,2,70,2.9,5.8e-07,1.4000000000000001e-05,0,40656,2,19,0,0,0,1,0,14.0,5351,0,0,70,0,0.4,0,2.0,1,0,8,0,5,0.8,77436,0,0,0,0,1860,2637,0,0,287,Man City,Swansea,Southampton,Everton,West Ham,1.6,2.4,2.6,3.4,2.3,2.2,2.3,2.3,2.7,2.1,2.7,1.9,2.8,127.5
Idrissa,Gueye,MID,EVE,4800000,2,48,2.2,4.58333333333333e-07,1e-05,0,62583,4,32,0,0,0,1,0,10.0,479,-2,0,48,2,0.3,0,1.3,2,0,5,0,0,0.8,29951,0,0,0,0,1849,187,0,1,339,Arsenal,Crystal Palace,Watford,Burnley,Brighton,1.1,1.9,1.3,1.3,1.9,1.2,1.1,1.4,1.4,2.0,1.3,1.8,1.3,60.9
Ilkay,Gundogan,MID,MCI,5300000,1,44,1.76,3.32075471698113e-07,8.30188679245283e-06,0,77095,0,7,0,0,0,2,0,8.3,6771,-2,0,44,2,0.9,0,4.7,5,0,2,0,2,0.9,98064,0,0,0,2,611,7159,0,0,185,Burnley,Leicester,Arsenal,Chelsea,Stoke,1.0,1.2,0.9,0.9,0.9,1.2,1.2,0.9,0.9,1.2,1.0,1.5,1.1,55.3
Florent,Hadergjonaj,DEF,HUD,4500000,1,20,0.8,1.77777777777778e-07,4.44444444444444e-06,0,1578,1,17,0,0,0,0,0,4.4,25,0,0,20,0,0.2,0,0.7,2,0,1,0,1,0.0,1907,0,0,0,0,690,21,0,0,132,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.5,0.4,0.4,0.4,0.6,25.5
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,96615,0,0,0,0,0,0,0,0.0,1995,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.7,102662,0,0,0,0,0,3030,0,0,0,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,627,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,727,0,0,0,0,0,18,0,0,0,Brighton,Watford,Liverpool,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4400000,0,0,0.0,0.0,0.0,0,2035,0,0,0,0,0,0,0,0.0,35,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,814,0,0,0,0,0,25,0,0,0,Swansea,Man City,Stoke,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,84765,0,0,0,0,0,0,0,0.0,350,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,5768,0,0,0,0,0,8,0,0,0,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,0.04,8.888888888888892e-09,2.22222222222222e-07,0,2159,0,0,0,0,0,0,0,0.2,10,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1358,0,0,0,0,20,8,0,0,6,Southampton,Chelsea,Huddersfield,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4300000,0,45,3.2,7.441860465116279e-07,1.0465116279069802e-05,0,494793,0,30,0,39,0,0,0,10.5,6494,-2,0,45,2,0.0,0,0.0,3,0,3,0,1,5.2,148180,0,0,1,1,1260,955,0,0,261,Brighton,Watford,Liverpool,Swansea,Burnley,3.1,3.9,2.8,2.5,3.7,3.6,3.7,2.9,3.9,2.7,3.0,2.4,3.2,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,2200,0,0,0,0,0,0,0,0.0,69,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5004,0,0,0,0,0,109,0,0,0,Bournemouth,Brighton,Leicester,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4400000,0,34,1.8,4.09090909090909e-07,7.727272727272729e-06,0,26770,7,22,0,0,0,1,0,7.7,285,-1,0,34,1,0.2,0,0.7,0,0,3,0,0,0.2,25131,0,0,0,0,1272,234,0,0,148,Crystal Palace,Man Utd,Bournemouth,Liverpool,Southampton,0.9,1.0,1.2,0.9,1.2,0.9,1.6,1.0,1.4,1.3,1.5,1.1,1.0,54.3
Eden,Hazard,MID,CHE,10700000,2,114,5.4,5.04672897196262e-07,1.06542056074766e-05,0,1017762,1,12,0,0,0,8,0,10.7,36399,2,-1,114,-2,0.6,0,6.3,18,0,8,0,4,8.3,1305927,0,0,0,4,1428,28186,1,0,424,Watford,West Brom,Man Utd,Man City,Crystal Palace,6.0,7.3,4.2,4.3,6.5,5.9,5.8,7.0,6.2,7.5,6.3,5.5,6.5,195.4
Tom,Heaton,GLK,BUR,4700000,0,8,0.32,6.80851063829787e-08,1.7021276595744699e-06,0,360847,0,4,0,8,0,0,0,1.7,958,-3,0,8,3,0.0,0,0.0,0,0,0,0,0,1.5,18803,0,0,0,0,305,50,0,0,48,Man City,Swansea,Southampton,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.04,9.52380952380952e-09,2.38095238095238e-07,0,8759,0,0,0,0,0,0,0,0.2,45,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2526,0,0,0,0,1,27,0,0,4,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4600000,1,76,3.0,6.52173913043478e-07,1.65217391304348e-05,0,1231368,3,33,0,0,0,1,0,16.5,19987,1,0,76,-1,0.7,0,3.3,7,0,7,0,0,19.3,1741857,0,0,0,1,2216,39093,0,0,423,Southampton,Chelsea,Huddersfield,Watford,Leicester,3.5,2.5,3.7,3.0,3.2,2.1,3.5,3.1,2.0,3.5,2.2,3.3,3.4,82.7
Tomer,Hemed,FWD,BHA,4800000,0,43,2.7,5.625e-07,8.95833333333333e-06,0,251265,0,8,0,0,0,2,0,9.0,5863,-2,0,43,2,0.1,0,0.7,5,0,3,0,2,1.2,282206,0,0,0,0,842,1576,0,0,110,West Ham,Stoke,Swansea,Arsenal,Everton,2.9,2.4,2.7,2.9,1.9,1.9,3.0,3.2,2.1,2.5,1.9,2.7,1.6,44.2
Jordan,Henderson,MID,LIV,5300000,3,49,2.9,5.47169811320755e-07,9.24528301886792e-06,0,162047,1,18,0,0,0,1,0,9.2,381,-2,0,49,2,0.2,0,1.0,3,0,7,0,1,1.1,123005,0,0,0,0,1354,636,0,0,240,Tottenham,Southampton,West Ham,Newcastle,Man Utd,2.4,2.2,3.0,2.9,1.4,2.5,1.9,2.5,2.9,2.2,2.8,1.9,2.9,66.7
Jeff,Hendrick,MID,BUR,5400000,2,64,2.9,5.37037037037037e-07,1.1851851851851899e-05,0,22015,0,16,0,0,0,2,0,11.9,478,-1,0,64,1,0.4,0,2.0,1,0,8,0,1,0.2,22369,0,0,0,0,1706,221,0,0,218,Man City,Swansea,Southampton,Everton,West Ham,1.6,2.4,2.6,3.4,2.3,2.2,2.3,2.3,2.7,2.1,2.7,1.9,2.8,72.7
Wayne,Hennessey,GLK,CRY,4300000,2,51,3.6,8.37209302325581e-07,1.18604651162791e-05,0,89705,0,24,0,50,0,0,0,11.9,2515,-2,0,51,2,0.9,0,4.0,7,0,3,0,0,1.6,93797,0,0,0,0,1260,11544,0,0,270,Newcastle,Everton,Tottenham,Man Utd,Chelsea,3.8,2.5,4.2,4.2,3.5,3.2,4.4,3.0,4.9,4.1,4.0,3.5,4.4,36.2
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,2611,0,0,0,0,0,0,0,0.0,111,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6066,0,0,0,0,0,192,0,0,0,Newcastle,Everton,Tottenham,Man Utd,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5000000,1,29,1.16,2.3199999999999999e-07,5.7999999999999995e-06,0,193883,4,11,0,0,0,0,0,5.8,515,-5,0,29,5,0.1,0,0.7,0,0,3,0,1,1.2,26956,0,0,0,0,871,278,0,0,142,Huddersfield,Newcastle,Chelsea,Crystal Palace,Liverpool,0.9,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.8,0.6,0.6,43.6
Wesley,Hoedt,DEF,SOU,5000000,1,34,2.3,4.6e-07,6.8e-06,0,6822,4,22,0,0,0,0,0,6.8,447,0,0,34,0,0.3,0,1.7,3,0,2,0,1,0.1,9191,0,0,0,0,1350,133,0,0,275,West Brom,Liverpool,Burnley,Stoke,Newcastle,1.6,2.2,2.0,2.3,1.6,1.6,2.1,1.7,2.0,1.5,1.7,1.3,1.6,51.3
Jonathan,Hogg,MID,HUD,4400000,2,29,1.7,3.8636363636363604e-07,6.5909090909090896e-06,0,32551,3,27,0,0,0,0,0,6.6,374,-1,0,29,1,0.4,0,1.7,0,0,4,0,0,0.3,41217,0,0,0,0,1278,276,0,1,224,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0.8,1.3,0.8,0.8,1.3,1.3,0.9,0.8,1.1,0.8,1.7,0.8,1.5,32.3
Pierre-Emile,H?jbjerg,MID,SOU,4300000,2,20,0.8,1.8604651162790698e-07,4.65116279069767e-06,0,30053,3,14,0,0,0,0,0,4.7,619,-2,0,20,2,0.4,0,1.7,0,0,1,0,0,0.4,30768,0,0,0,0,836,1014,0,0,147,West Brom,Liverpool,Burnley,Stoke,Newcastle,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,34.3
Rob,Holding,DEF,ARS,4500000,0,12,0.48,1.06666666666667e-07,2.66666666666667e-06,0,105372,2,12,0,0,0,0,0,2.7,1512,-5,0,12,5,0.1,0,0.3,0,0,1,0,1,0.6,24844,0,0,0,0,443,173,0,0,101,Everton,Tottenham,Man City,Brighton,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.4
Jose,Holebas,DEF,WAT,4800000,5,40,2.5,5.20833333333333e-07,8.33333333333333e-06,0,62048,4,28,0,0,0,0,0,8.3,367,-2,0,40,2,0.4,0,1.7,3,0,3,0,3,0.4,49753,0,0,0,0,1301,203,0,0,232,Chelsea,West Ham,Everton,West Brom,Arsenal,2.2,2.5,2.0,2.4,2.0,2.1,1.9,2.4,2.0,3.5,1.9,2.0,1.8,72.6
Mason,Holgate,DEF,EVE,4300000,0,35,1.4,3.25581395348837e-07,8.139534883720931e-06,0,152816,3,14,0,0,0,0,0,8.1,9942,-2,0,35,2,0.2,0,0.7,0,0,4,0,0,1.9,185329,0,0,0,0,1170,1124,0,0,208,Arsenal,Crystal Palace,Watford,Burnley,Brighton,0.7,1.8,0.9,0.8,1.3,0.7,0.8,1.1,0.7,0.9,0.7,1.1,0.8,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,18220,0,0,0,0,0,0,0,0.0,63,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1192,0,0,0,0,0,12,0,0,0,Man Utd,Bournemouth,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum,Hudson-Odoi,MID,CHE,4500000,1,1,0.04,8.888888888888892e-09,2.22222222222222e-07,0,110,0,1,0,0,0,0,0,0.2,26,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,294,0,0,0,0,25,173,0,0,8,Watford,West Brom,Man Utd,Man City,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Will,Hughes,MID,WAT,4600000,0,26,1.04,2.26086956521739e-07,5.65217391304348e-06,0,72380,0,6,0,0,0,2,0,5.7,617,-4,0,26,4,0.0,0,0.0,3,0,2,0,1,0.2,64553,0,0,0,1,323,20,0,0,89,Chelsea,West Ham,Everton,West Brom,Arsenal,0.0,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.3
Jordan,Hugill,FWD,WHU,5500000,0,0,0.0,0.0,0.0,0,45,0,0,0,0,0,0,0,0.0,45,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1062,0,0,0,0,0,1062,0,0,0,Brighton,Watford,Liverpool,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.04,1.0256410256410301e-08,2.56410256410256e-07,0,371387,0,1,0,0,0,0,0,0.3,5056,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,6.0,316355,0,0,0,0,17,2269,0,0,5,West Ham,Stoke,Swansea,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,4938,0,0,0,0,0,0,0,0.0,45,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1536,0,0,0,0,0,107,0,0,0,Swansea,Man City,Stoke,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson,Hyndman,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,77,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,105,0,0,0,0,0,17,0,0,0,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4800000,6,61,2.7,5.625e-07,1.2708333333333301e-05,0,53344,1,22,0,0,0,1,0,12.7,3297,-2,0,61,2,1.3,0,6.0,2,0,4,0,5,1.6,113431,0,0,0,0,1434,49100,0,0,221,Stoke,Huddersfield,Newcastle,Leicester,Tottenham,2.4,2.1,2.5,1.9,2.0,2.8,2.0,2.4,1.4,1.9,2.1,2.5,2.0,118.8
Vicente,Iborra,MID,LEI,5700000,0,35,1.4,2.4561403508771896e-07,6.1403508771929805e-06,0,10637,0,15,0,0,0,1,0,6.1,106,-3,0,35,3,0.1,0,0.3,2,0,2,0,0,0.1,4357,0,0,0,0,1055,79,0,0,199,Swansea,Man City,Stoke,Bournemouth,West Brom,0.9,0.7,0.9,0.9,0.7,1.0,0.7,0.9,0.7,0.8,0.7,1.0,0.7,38.7
