FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Erik,Pieters,DEF,STK,4600000,4,61,2.9,6.30434782608696e-07,1.32608695652174e-05,0,197723,4,30,0,0,0,0,0,13.6,8033,1,-1,61,-1,0.9,0,4.3,3,0,6,0,2,6.8,288236,0,388,0,0,1890,25132,1,0,379,Everton,West Brom,Crystal Palace,Tottenham,Middlesbrough,3.0,2.7,3.2,2.3,2.9,2.6,2.9,1.8,1.9,3.7,3.4,2.7,3.8,2.7,3.6,3.0
Alex,Pike,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,973,0,0,0,0,0,0,0,0.0,107,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1725,0,0,0,0,0,12,0,0,0,Man City,Southampton,West Brom,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,18284,0,0,0,0,0,0,0,0.0,140,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,1894,0,16,0,0,0,11,0,0,0,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul,Pogba,MID,MUN,8500000,2,83,4.0,4.7058823529411793e-07,9.76470588235294e-06,0,630274,6,20,0,0,0,4,0,9.8,28398,0,0,83,0,0.3,0,2.3,11,0,7,0,3,11.0,578015,0,0,0,1,1890,16076,0,0,365,Hull City,Leicester,Watford,Bournemouth,Southampton,5.4,4.1,4.9,0.0,4.4,3.2,4.1,4.0,4.3,4.6,3.4,3.6,4.0,2.8,2.6,3.8
Nick,Pope,GLK,BUR,3900000,0,0,0.0,0.0,0.0,0,35307,0,0,0,0,0,0,0,0.0,939,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.0,24026,0,0,0,0,0,2107,0,0,0,Leicester,Watford,Chelsea,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Pritchard,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,207,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,58,0,-4,0,0,0,1,0,0,0,Sunderland,Middlesbrough,Liverpool,Stoke,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian,Prodl,DEF,WAT,4500000,1,56,2.7,6e-07,1.24444444444444e-05,0,50989,4,29,0,0,0,1,0,12.4,4611,0,0,56,0,0.6,0,2.7,3,0,4,0,2,1.4,94688,0,181,0,1,1735,2163,0,0,293,Arsenal,Burnley,Man Utd,West Ham,Southampton,2.8,3.2,1.7,3.6,3.7,2.0,2.6,2.8,3.2,1.9,2.6,2.3,3.5,1.5,1.9,2.9
Marc,Pugh,MID,BOU,4700000,1,19,0.287878787878788,6.125080593165701e-08,4.04255319148936e-06,0,6273,0,2,0,0,0,1,0,4.0,168,-3,0,19,3,0.1,0,0.7,3,0,1,0,1,0.1,4745,0,245,0,1,196,20,0,0,70,Crystal Palace,Everton,Man City,West Brom,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jason,Puncheon,MID,CRY,5200000,2,49,2.5,4.807692307692311e-07,9.42307692307692e-06,0,93894,6,31,0,0,0,0,0,9.4,988,-3,0,49,3,0.4,0,2.0,4,0,1,0,4,0.7,71122,0,381,0,0,1667,771,0,0,287,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,1.6,3.0,1.8,2.1,1.5,1.7,2.4,1.3,1.5,1.3,2.6,1.2,2.8,1.4,2.8,1.9
Domingos,Quina,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,85,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,132,0,0,0,0,0,11,0,0,0,Man City,Southampton,West Brom,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaston,Ramirez,MID,MID,5200000,0,53,3.1,5.961538461538459e-07,1.01923076923077e-05,0,102289,7,12,0,0,0,2,0,10.0,2626,-3,1,53,3,0.1,0,0.7,6,0,6,0,3,0.6,75096,0,0,0,0,1189,137,-1,0,196,West Brom,Tottenham,Everton,Crystal Palace,Stoke,0.0,1.6,3.0,2.5,2.4,4.1,2.8,2.7,3.2,3.9,2.0,2.1,2.4,1.8,3.0,1.6
Aaron,Ramsey,MID,ARS,7600000,2,17,0.257575757575758,3.3891547049441804e-08,2.23684210526316e-06,0,145696,3,9,0,0,0,0,0,2.2,916,-4,0,17,4,0.3,0,2.0,0,0,1,0,1,1.0,13351,0,558,0,0,537,565,0,0,76,Watford,Chelsea,Hull City,Liverpool,Leicester,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,3900000,0,0,0.0,0.0,0.0,0,44531,0,0,0,0,0,0,0,0.0,2516,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.9,80067,0,30,0,0,0,4046,0,0,0,Chelsea,Hull City,Tottenham,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Randolph,GLK,WHU,4400000,2,41,0.621212121212121,1.41184573002755e-07,9.31818181818182e-06,0,27482,0,16,0,38,0,0,0,9.3,3032,-1,0,41,1,0.7,0,3.3,3,0,3,0,0,1.8,69608,0,56,0,0,990,3289,0,0,207,Man City,Southampton,West Brom,Watford,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3
Angel,Rangel,DEF,SWA,4300000,1,23,0.348484848484848,8.10429880197322e-08,5.34883720930233e-06,0,11992,1,24,0,0,0,1,0,5.3,320,-2,0,23,2,0.6,0,2.7,1,0,1,0,0,0.3,5900,0,194,0,0,782,293,0,0,174,Southampton,Man City,Leicester,Chelsea,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andrea,Ranocchia,DEF,HUL,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,24,0,0,0,0,0,24,0,0,0,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tokelo,Rantie,FWD,BOU,4500000,0,0,0.0,0.0,0.0,0,13852,0,0,0,0,0,0,0,0.0,91,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,1861,0,3,0,0,0,23,0,0,0,Crystal Palace,Everton,Man City,West Brom,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus,Rashford,FWD,MUN,6400000,4,41,0.621212121212121,9.706439393939391e-08,6.40625e-06,0,490440,2,12,0,0,0,3,0,6.4,4925,-6,0,41,6,0.4,0,2.7,0,0,2,0,2,4.2,412525,0,237,0,0,867,3220,0,0,171,Hull City,Leicester,Watford,Bournemouth,Southampton,0.4,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adam,Reach,MID,MID,4400000,0,0,0.0,0.0,0.0,0,2300,0,0,0,0,0,0,0,0.0,9,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,481,0,0,0,0,0,3,0,0,0,West Brom,Tottenham,Everton,Crystal Palace,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan,Redmond,MID,SOU,5800000,3,68,3.2,5.51724137931035e-07,1.17241379310345e-05,0,606184,1,24,0,0,0,3,0,11.7,7291,-2,0,68,2,0.4,0,2.3,7,0,7,0,1,5.0,518192,0,379,0,0,1746,9704,0,1,257,Swansea,West Ham,Sunderland,Watford,Man Utd,2.5,2.7,2.9,0.0,2.5,3.2,1.6,3.5,3.1,1.8,2.8,1.6,4.3,1.6,2.5,3.2
Harrison,Reed,MID,SOU,4300000,0,2,0.0303030303030303,7.047216349541929e-09,4.65116279069767e-07,0,2643,0,1,0,0,0,0,0,0.5,56,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,1763,0,1,0,0,58,44,0,0,11,Swansea,West Ham,Sunderland,Watford,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winston,Reid,DEF,WHU,5100000,2,79,4.2,8.235294117647059e-07,1.54901960784314e-05,0,154548,5,29,0,0,0,2,0,15.5,12382,1,0,79,-1,0.6,0,3.0,15,0,6,0,3,4.5,239599,0,294,0,2,1697,9134,0,1,434,Man City,Southampton,West Brom,Watford,Chelsea,5.3,4.8,5.8,4.1,5.2,4.4,4.9,4.5,5.2,4.9,3.5,5.3,4.9,5.7,6.1,3.3
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0.0,0.0,0.0,0,147,0,0,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,163,0,0,0,0,0,6,0,0,0,Watford,Chelsea,Hull City,Liverpool,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loic,Remy,FWD,CRY,6300000,2,3,0.0454545454545454,7.21500721500721e-09,4.76190476190476e-07,0,23203,0,2,0,0,0,0,0,0.5,379,-2,0,3,2,0.2,0,1.0,0,0,1,0,0,0.2,17481,0,62,0,0,81,520,0,0,6,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,Rhodes,FWD,MID,5400000,0,8,0.12121212121212101,2.24466891133558e-08,1.48148148148148e-06,0,38265,0,2,0,0,0,0,0,1.5,119,-6,0,8,6,0.0,0,0.0,0,0,0,0,0,0.2,3350,0,0,0,0,211,38,0,0,21,West Brom,Tottenham,Everton,Crystal Palace,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Declan,Rice,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,110,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,255,0,0,0,0,0,37,0,0,0,Man City,Southampton,West Brom,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Robertson,DEF,HUL,4300000,0,28,1.6,3.7209302325581396e-07,6.511627906976741e-06,0,70839,3,33,0,0,0,0,0,6.5,947,-2,0,28,2,0.5,0,2.0,2,0,1,0,1,0.9,57409,0,0,0,0,1413,965,0,0,222,Man Utd,Liverpool,Arsenal,Burnley,Leicester,0.8,1.6,1.3,1.5,0.8,1.1,0.8,1.7,1.2,0.9,1.1,1.3,1.1,1.2,1.2,1.4
Paul,Robinson,GLK,BUR,4000000,0,3,0.0454545454545454,1.1363636363636399e-08,7.5e-07,0,50264,0,4,0,5,0,0,0,0.8,1747,0,0,3,0,0.0,0,0.0,0,0,0,0,0,2.6,38215,0,0,0,0,180,796,0,0,27,Leicester,Watford,Chelsea,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4700000,6,42,0.6363636363636359,1.35396518375242e-07,8.936170212765961e-06,0,8854,0,3,0,17,0,0,0,8.9,1260,-3,0,42,3,1.5,0,7.0,4,0,5,0,1,0.7,26875,0,110,0,1,567,8255,0,0,166,Stoke,Bournemouth,Middlesbrough,Sunderland,Tottenham,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Hal,Robson-Kanu,FWD,WBA,5000000,1,29,1.7,3.4e-07,5.7999999999999995e-06,0,26708,1,5,0,0,0,1,0,5.8,2858,0,0,29,0,0.2,0,1.0,2,0,0,0,2,0.4,38748,0,0,0,0,240,725,0,0,78,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.9,1.3,0.9,1.6,1.4,0.8,1.2,0.9,0.9,1.7,1.6,1.1,1.8,0.8,1.0,1.4
Jay,Rodriguez,MID,SOU,6300000,8,46,0.696969696969697,1.10630110630111e-07,7.3015873015873e-06,0,46328,0,10,0,0,0,4,0,7.3,3999,-2,0,46,2,0.6,0,3.7,5,0,2,0,0,0.6,50622,0,56,0,1,626,3925,0,0,102,Swansea,West Ham,Sunderland,Watford,Man Utd,0.0,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3
Jack,Rodwell,MID,SUN,4300000,2,22,2.0,4.65116279069767e-07,5.11627906976744e-06,0,82871,3,21,0,0,0,0,0,5.1,435,-2,0,22,2,0.4,0,1.7,1,0,0,0,1,0.7,66889,0,112,0,0,883,442,0,0,111,Tottenham,Crystal Palace,Southampton,Everton,Man City,1.4,1.0,1.7,1.0,1.3,1.1,2.3,1.2,1.1,1.5,1.3,1.0,1.7,1.4,1.5,1.0
Marcos,Rojo,DEF,MUN,5200000,0,40,3.1,5.961538461538459e-07,7.69230769230769e-06,0,33952,3,10,0,0,0,0,0,7.7,3090,-3,0,40,3,0.6,0,3.0,4,0,4,0,0,0.8,34831,0,192,0,0,1056,1588,0,0,232,Hull City,Leicester,Watford,Bournemouth,Southampton,3.6,2.1,3.3,0.0,3.9,3.4,2.9,3.7,3.2,2.3,3.2,2.2,3.0,3.7,2.6,3.5
Sergio,Romero,GLK,MUN,4700000,0,0,0.0,0.0,0.0,0,3419,0,0,0,0,0,0,0,0.0,52,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,856,0,40,0,0,0,24,0,0,0,Hull City,Leicester,Watford,Bournemouth,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6800000,2,86,3.9,5.735294117647061e-07,1.26470588235294e-05,0,567457,1,26,0,0,0,7,0,12.6,45711,3,0,86,-3,0.4,0,3.0,8,0,5,0,3,8.8,809255,0,354,0,1,1803,19670,0,0,244,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,3.6,4.7,3.6,5.2,4.8,3.0,4.4,3.6,3.6,5.3,5.2,4.0,5.6,3.3,3.8,4.8
Wayne,Rooney,FWD,MUN,8600000,8,49,3.1,3.6046511627907e-07,5.69767441860465e-06,0,268210,4,10,0,0,0,2,0,5.7,1032,-4,0,49,4,0.3,0,3.0,6,0,3,0,5,2.4,139097,0,509,0,0,883,2313,0,0,196,Hull City,Leicester,Watford,Bournemouth,Southampton,4.3,3.1,3.3,0.0,3.6,2.8,2.8,3.3,3.0,3.4,2.5,2.6,3.7,2.7,2.4,3.3
Danny,Rose,DEF,TOT,6100000,1,83,4.9,8.0327868852459e-07,1.3606557377049198e-05,0,312515,8,11,0,0,0,2,0,13.6,19658,1,0,83,-1,0.7,0,4.0,6,0,8,0,3,9.6,378992,0,346,0,2,1493,15709,0,0,355,Sunderland,Middlesbrough,Liverpool,Stoke,Everton,4.0,6.6,5.4,7.2,6.7,5.8,7.4,3.7,5.2,6.8,7.4,3.6,7.2,5.4,5.5,5.2
Jack,Rose,GLK,WBA,4000000,0,0,0.0,0.0,0.0,0,4104,0,0,0,0,0,0,0,0.0,187,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,8603,0,0,0,0,0,105,0,0,0,Middlesbrough,Stoke,West Ham,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne,Routledge,MID,SWA,4600000,5,54,2.8,6.08695652173913e-07,1.17391304347826e-05,0,41153,1,33,0,0,0,2,0,11.7,1070,-4,0,54,4,0.7,0,3.3,1,0,4,0,2,0.5,36649,0,269,0,0,1403,4381,0,0,175,Southampton,Man City,Leicester,Chelsea,Burnley,2.5,1.7,3.1,1.6,3.3,2.9,1.9,2.5,2.1,1.6,2.5,2.2,2.3,2.4,2.8,2.3
Charlie,Rowan,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,133,0,0,0,0,0,0,0,0.0,33,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,466,0,0,0,0,0,88,0,0,0,Arsenal,Burnley,Man Utd,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacary,Sagna,DEF,MCI,5300000,0,27,0.409090909090909,7.71869639794168e-08,5.09433962264151e-06,0,227948,2,14,0,0,0,0,0,5.1,937,-2,0,27,2,0.1,0,0.3,1,0,2,0,1,1.8,28385,0,386,0,0,932,170,0,0,192,West Ham,Swansea,Bournemouth,Sunderland,Stoke,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Diafra,Sakho,FWD,WHU,5800000,0,10,0.15151515151515196,2.6123301985371e-08,1.72413793103448e-06,0,7488,0,2,0,0,0,1,0,1.7,85,-2,0,10,2,0.0,0,0.0,2,0,0,0,0,0.1,3818,0,286,0,0,125,36,0,0,29,Man City,Southampton,West Brom,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mamadou,Sakho,DEF,LIV,4700000,0,0,0.0,0.0,0.0,0,4260,0,0,0,0,0,0,0,0.0,132,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1690,0,273,0,0,0,67,0,0,0,Chelsea,Hull City,Tottenham,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakary,Sako,MID,CRY,5300000,0,4,0.0606060606060606,1.1435105774728402e-08,7.54716981132075e-07,0,1066,0,3,0,0,0,0,0,0.8,28,-2,0,4,2,0.1,0,0.3,0,0,0,0,0,0.0,530,0,220,0,0,63,23,0,0,14,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis,Sanchez,MID,ARS,11900000,8,162,7.4,6.21848739495798e-07,1.36134453781513e-05,0,696276,3,22,0,0,0,15,0,13.6,13511,9,0,162,-9,0.7,1,8.7,18,0,7,0,8,37.9,1827051,0,690,0,6,1873,41405,0,0,524,Watford,Chelsea,Hull City,Liverpool,Leicester,10.6,7.3,10.5,0.0,6.4,11.0,8.1,8.8,8.6,9.2,9.5,10.9,6.8,9.7,8.9,10.2
Leroy,Sane,MID,MCI,7500000,7,31,0.46969696969697,6.262626262626259e-08,4.13333333333333e-06,0,31880,0,6,0,0,0,2,0,4.1,388,-5,0,31,5,0.3,0,2.3,3,0,0,0,1,0.3,13978,0,0,0,0,482,4001,0,0,109,West Ham,Swansea,Bournemouth,Sunderland,Stoke,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yaya,Sanogo,FWD,ARS,4700000,0,0,0.0,0.0,0.0,0,8837,0,0,0,0,0,0,0,0.0,87,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,3279,0,0,0,0,0,44,0,0,0,Watford,Chelsea,Hull City,Liverpool,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeffrey,Schlupp,DEF,CRY,4800000,2,7,0.106060606060606,2.2095959595959602e-08,1.4583333333333299e-06,0,16091,0,4,0,0,0,0,0,1.5,820,-2,0,7,2,0.2,0,1.0,0,0,0,0,0,0.3,5407,0,236,0,0,238,519,0,0,41,Bournemouth,Sunderland,Stoke,Middlesbrough,West Brom,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Kasper,Schmeichel,GLK,LEI,4900000,2,50,3.6,7.3469387755102e-07,1.0204081632653099e-05,0,380237,1,21,0,51,0,0,0,10.2,2798,-1,0,50,1,0.6,0,3.0,5,0,4,0,0,5.5,79385,0,475,0,0,1226,583,0,0,271,Burnley,Man Utd,Swansea,Liverpool,Hull City,2.3,3.5,3.3,5.2,4.8,4.0,3.9,4.8,4.4,2.8,3.8,4.8,3.3,4.5,3.1,5.1
Morgan,Schneiderlin,MID,EVE,4600000,1,5,0.0757575757575758,1.6469038208168603e-08,1.08695652173913e-06,0,16223,0,1,0,0,0,0,0,1.1,2251,-4,0,5,4,0.2,0,0.7,0,0,0,0,0,0.7,27764,0,317,0,0,72,2781,0,0,13,Stoke,Bournemouth,Middlesbrough,Sunderland,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bastian,Schweinsteiger,MID,MUN,5100000,0,0,0.0,0.0,0.0,0,6548,0,0,0,0,0,0,0,0.0,85,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,1394,0,200,0,0,0,203,0,0,0,Hull City,Leicester,Watford,Bournemouth,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6100000,3,51,3.6,5.9016393442623e-07,8.360655737704919e-06,0,455253,1,10,0,0,0,3,0,8.4,2547,-4,0,51,4,0.3,0,1.7,5,0,6,0,0,3.2,236015,0,302,0,1,1072,1626,0,0,164,Everton,West Brom,Crystal Palace,Tottenham,Middlesbrough,3.8,2.6,3.3,2.1,3.9,2.5,2.9,3.4,2.9,2.6,4.8,3.4,2.9,2.7,2.6,2.6
Luke,Shaw,DEF,MUN,5200000,0,28,0.424242424242424,8.15850815850816e-08,5.3846153846153804e-06,0,841087,0,5,0,0,0,0,0,5.4,3205,-3,0,28,3,0.0,0,0.0,2,0,3,0,1,6.9,367757,0,92,0,1,525,265,0,0,132,Hull City,Leicester,Watford,Bournemouth,Southampton,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ryan,Shawcross,DEF,STK,4900000,2,57,3.0,6.12244897959184e-07,1.16326530612245e-05,0,91990,3,31,0,0,0,1,0,11.6,1963,-1,0,57,1,1.3,0,6.3,5,0,4,0,2,1.8,75286,0,176,0,2,1710,2560,0,0,306,Everton,West Brom,Crystal Palace,Tottenham,Middlesbrough,3.2,2.8,3.4,2.4,3.1,2.7,3.1,1.9,2.0,3.9,3.5,2.8,4.0,2.8,3.8,3.2
,Sheyi Ojo,MID,LIV,4700000,0,0,0.0,0.0,0.0,0,878,0,0,0,0,0,0,0,0.0,14,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,170,0,81,0,0,0,12,0,0,0,Chelsea,Hull City,Tottenham,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,SWA,7200000,7,101,4.6,6.38888888888889e-07,1.4027777777777802e-05,0,554394,1,51,0,0,0,6,0,14.0,8019,-3,0,101,3,0.7,0,5.3,10,0,2,0,6,5.6,477499,0,586,0,2,1887,31627,0,0,391,Southampton,Man City,Leicester,Chelsea,Burnley,5.2,3.9,6.2,3.7,6.5,5.9,4.2,5.3,4.5,3.6,5.2,4.8,4.9,5.2,5.7,4.8
David,Silva,MID,MCI,8600000,2,63,3.1,3.6046511627907e-07,7.3255813953488405e-06,0,216478,4,25,0,0,0,1,0,7.3,2182,-4,1,63,4,0.1,0,1.0,5,0,4,0,5,2.1,72379,0,351,0,0,1649,960,-1,0,328,West Ham,Swansea,Bournemouth,Sunderland,Stoke,1.7,2.8,2.0,0.0,3.0,2.8,2.1,1.7,1.7,3.9,2.0,2.9,2.7,2.7,3.8,2.7
Danny,Simpson,DEF,LEI,4800000,1,42,2.1,4.375e-07,8.75e-06,0,79202,8,28,0,0,0,0,0,8.6,1095,-2,1,42,2,0.6,0,2.7,1,0,5,0,1,1.1,20298,0,390,0,0,1659,208,-1,0,275,Burnley,Man Utd,Swansea,Liverpool,Hull City,1.0,1.5,1.4,2.5,2.3,1.8,1.7,2.3,2.0,1.1,1.6,2.2,1.4,2.1,1.3,2.5
Joshua,Sims,MID,SOU,4200000,0,9,0.136363636363636,3.24675324675325e-08,2.1428571428571398e-06,0,15109,0,1,0,0,0,0,0,2.1,1464,-3,0,9,3,0.1,0,0.3,0,0,1,0,1,0.4,28649,0,0,0,0,143,1467,0,0,40,Swansea,West Ham,Sunderland,Watford,Man Utd,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jerome,Sinclair,FWD,WAT,4800000,0,6,0.0909090909090909,1.8939393939393898e-08,1.25e-06,0,16611,0,1,0,0,0,0,0,1.3,265,-2,0,6,2,0.1,0,0.3,0,0,0,0,0,0.3,7073,0,0,0,0,116,140,0,0,11,Arsenal,Burnley,Man Utd,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moussa,Sissoko,MID,TOT,6700000,1,30,0.45454545454545503,6.7842605156038e-08,4.47761194029851e-06,0,13189,2,2,0,0,0,0,0,4.5,195,-3,0,30,3,0.1,0,0.7,0,0,4,0,3,0.1,12604,0,0,0,0,583,77,0,0,102,Sunderland,Middlesbrough,Liverpool,Stoke,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
