FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Sebastian,Prodl,DEF,WAT,4500000,1,44,2.8,6.22222222222222e-07,9.77777777777778e-06,0,27313,3,20,0,0,0,1,0,9.8,9538,0,0,44,0,0.5,0,2.2,3,0,3,0,1,1.2,65249,0,181,0,1,1295,1161,0,0,237,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0.0,0.0,3.2,2.9,2.3,3.5,3.5,1.7,4.2,3.7,2.0,2.6,3.0,3.1,2.1,2.9,2.5,3.7,1.4,2.0,2.8
Marc,Pugh,MID,BOU,4700000,1,17,0.33333333333333304,7.09219858156028e-08,3.61702127659574e-06,0,3598,0,2,0,0,0,1,0,3.6,907,-3,0,17,3,0.7,0,3.2,3,0,1,0,1,0.1,4191,0,245,0,1,164,354,0,0,60,Chelsea,Swansea,Arsenal,Hull City,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jason,Puncheon,MID,CRY,5200000,2,40,2.7,5.19230769230769e-07,7.69230769230769e-06,0,85443,5,22,0,0,0,0,0,7.7,931,-3,0,40,3,0.4,0,2.0,4,0,1,0,4,0.7,64991,0,381,0,0,1217,994,0,0,226,Watford,Arsenal,Swansea,West Ham,Everton,2.3,1.5,2.3,1.7,2.4,1.8,3.3,2.1,2.3,2.1,2.0,2.6,1.6,1.8,1.4,3.0,1.4,2.9,1.7,2.3,2.2
Domingos,Quina,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,40,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,77,0,0,0,0,0,24,0,0,0,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaston,Ramirez,MID,MID,5300000,6,49,0.96078431372549,1.8128005919348898e-07,9.24528301886792e-06,0,80717,5,9,0,0,0,2,0,9.2,1452,-2,0,49,2,0.8,0,4.4,6,0,5,0,3,0.8,62062,0,0,0,0,981,6490,0,0,182,Burnley,Man Utd,Leicester,Watford,West Ham,0.0,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5
Aaron,Ramsey,MID,ARS,7600000,0,10,0.19607843137254896,2.57997936016512e-08,1.31578947368421e-06,0,142523,1,5,0,0,0,0,0,1.3,636,-4,0,10,4,0.1,0,0.4,0,0,0,0,1,0.9,8292,0,558,0,0,231,69,0,0,26,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,3900000,0,0,0.0,0.0,0.0,0,28189,0,0,0,0,0,0,0,0.0,2512,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,49185,0,30,0,0,0,3968,0,0,0,Stoke,Man City,Sunderland,Man Utd,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Randolph,GLK,WHU,4400000,8,24,0.47058823529411803,1.06951871657754e-07,5.45454545454545e-06,0,11462,0,11,0,22,0,0,0,5.5,943,-1,0,24,1,1.0,0,4.4,3,0,2,0,0,0.8,15594,0,56,0,0,540,4590,0,0,118,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Angel,Rangel,DEF,SWA,4300000,1,15,0.294117647058824,6.83994528043776e-08,3.4883720930232598e-06,0,9635,1,19,0,0,0,0,0,3.5,213,-2,0,15,2,0.4,0,1.6,1,0,1,0,0,0.2,2831,0,194,0,0,660,216,0,0,140,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tokelo,Rantie,FWD,BOU,4500000,0,0,0.0,0.0,0.0,0,13270,0,0,0,0,0,0,0,0.0,163,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,1674,0,3,0,0,0,32,0,0,0,Chelsea,Swansea,Arsenal,Hull City,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus,Rashford,FWD,MUN,6500000,1,32,0.627450980392157,9.65309200603318e-08,4.9230769230769205e-06,0,453526,2,12,0,0,0,3,0,4.9,14084,-5,0,32,5,0.2,0,1.0,0,0,2,0,0,4.5,392332,0,237,0,0,780,2576,0,0,135,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adam,Reach,MID,MID,4400000,0,0,0.0,0.0,0.0,0,2221,0,0,0,0,0,0,0,0.0,22,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,473,0,0,0,0,0,4,0,0,0,Burnley,Man Utd,Leicester,Watford,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan,Redmond,MID,SOU,5900000,5,63,3.7,6.27118644067797e-07,1.06779661016949e-05,0,510156,1,16,0,0,0,3,0,10.7,14649,-1,0,63,1,0.5,0,2.8,7,0,6,0,1,6.3,473085,0,379,0,0,1431,5612,0,0,238,Tottenham,West Brom,Everton,Burnley,Leicester,3.8,3.9,2.7,2.8,5.1,2.9,3.8,3.7,2.8,3.2,4.1,2.0,4.5,3.6,2.8,3.2,2.2,4.2,1.8,3.2,3.7
Harrison,Reed,MID,SOU,4300000,1,2,0.0392156862745098,9.11992704058368e-09,4.65116279069767e-07,0,2325,0,1,0,0,0,0,0,0.5,69,-2,0,2,2,0.0,0,0.2,0,0,0,0,0,0.1,1490,0,1,0,0,58,45,0,0,11,Tottenham,West Brom,Everton,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winston,Reid,DEF,WHU,5000000,9,57,4.1,8.2e-07,1.1400000000000001e-05,0,88689,5,24,0,0,0,1,0,11.4,3297,0,0,57,0,0.6,0,3.2,12,0,5,0,3,2.6,100008,0,294,0,1,1247,10915,0,1,326,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,3.8,2.6,4.2,5.1,4.0,5.0,4.5,5.3,3.8,4.7,4.1,4.8,4.4,5.1,5.1,3.3,5.4,5.1,5.8,6.0,3.5
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0.0,0.0,0.0,0,94,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,118,0,0,0,0,0,8,0,0,0,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loic,Remy,FWD,CRY,6300000,0,0,0.0,0.0,0.0,0,21834,0,0,0,0,0,0,0,0.0,115,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,14889,0,62,0,0,0,61,0,0,0,Watford,Arsenal,Swansea,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,Rhodes,FWD,MID,5400000,0,8,0.156862745098039,2.90486564996369e-08,1.48148148148148e-06,0,37425,0,2,0,0,0,0,0,1.5,285,-6,0,8,6,0.1,0,0.6,0,0,0,0,0,0.2,3066,0,0,0,0,211,100,0,0,21,Burnley,Man Utd,Leicester,Watford,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Robertson,DEF,HUL,4300000,2,20,1.5,3.48837209302326e-07,4.65116279069767e-06,0,64642,2,25,0,0,0,0,0,4.7,595,-2,0,20,2,0.3,0,1.4,1,0,1,0,0,0.9,49838,0,0,0,0,1053,617,0,0,171,Man City,Everton,West Brom,Bournemouth,Chelsea,1.0,1.2,0.9,1.5,0.8,0.8,1.5,1.6,1.4,0.8,1.1,0.8,1.8,1.0,0.8,1.3,1.2,1.0,1.1,1.0,1.4
Paul,Robinson,GLK,BUR,4000000,0,3,0.0588235294117647,1.47058823529412e-08,7.5e-07,0,37112,0,4,0,5,0,0,0,0.8,1289,0,0,3,0,0.1,0,0.6,0,0,0,0,0,2.6,24624,0,0,0,0,180,1884,0,0,27,Middlesbrough,Sunderland,Man City,Southampton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4700000,1,8,0.156862745098039,3.3375052148519e-08,1.7021276595744699e-06,0,3502,0,1,0,4,0,0,0,1.7,79,-3,0,8,3,0.0,0,0.2,0,0,1,0,0,0.1,1255,0,110,0,0,117,84,0,0,32,Leicester,Hull City,Southampton,Man City,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ethan,Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,10,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,24,0,0,0,0,0,24,0,0,0,Man Utd,Burnley,Liverpool,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,5000000,1,15,0.294117647058824,5.8823529411764695e-08,3e-06,0,12191,0,1,0,0,0,0,0,3.0,769,0,0,15,0,0.2,0,1.0,0,0,0,0,1,0.2,17061,0,0,0,0,96,482,0,0,41,Arsenal,Southampton,Hull City,Tottenham,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jay,Rodriguez,MID,SOU,6300000,15,32,0.627450980392157,9.95953937130408e-08,5.079365079365081e-06,0,16938,0,4,0,0,0,3,0,5.1,474,-2,0,32,2,0.6,0,3.8,5,0,1,0,0,0.5,19146,0,56,0,1,324,15012,0,0,74,Tottenham,West Brom,Everton,Burnley,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jack,Rodwell,MID,SUN,4300000,0,17,0.33333333333333304,7.75193798449612e-08,3.9534883720930196e-06,0,79049,2,15,0,0,0,0,0,4.0,1364,-2,0,17,2,0.0,0,0.0,1,0,0,0,1,0.8,64861,0,112,0,0,639,35,0,0,89,Man Utd,Burnley,Liverpool,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marcos,Rojo,DEF,MUN,5200000,6,28,3.1,5.961538461538459e-07,5.3846153846153804e-06,0,17980,3,7,0,0,0,0,0,5.4,878,-3,0,28,3,0.7,0,3.4,3,0,3,0,0,0.8,20834,0,192,0,0,759,6297,0,0,166,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,3.3,3.1,3.8,4.0,3.9,3.7,1.8,3.4,2.9,4.0,3.3,2.9,3.4,3.5,2.3,2.9,2.5,3.2,4.1,2.7,3.3
Sergio,Romero,GLK,MUN,4700000,0,0,0.0,0.0,0.0,0,3080,0,0,0,0,0,0,0,0.0,80,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,702,0,40,0,0,0,28,0,0,0,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6600000,1,74,4.4,6.66666666666667e-07,1.1212121212121199e-05,0,350772,1,21,0,0,0,7,0,11.2,26511,1,0,74,-1,0.7,0,4.8,8,0,3,0,2,8.1,566721,0,354,0,1,1443,51212,0,0,212,Arsenal,Southampton,Hull City,Tottenham,Sunderland,4.9,4.2,6.2,4.0,6.1,4.8,5.1,5.0,5.6,5.7,4.4,5.2,4.5,4.7,5.4,5.7,5.2,6.6,4.6,4.5,5.5
Wayne,Rooney,FWD,MUN,8600000,5,40,2.9,3.3720930232558104e-07,4.65116279069767e-06,0,245903,4,10,0,0,0,1,0,4.7,1761,-4,0,40,4,0.2,0,1.6,3,0,3,0,5,2.7,132327,0,509,0,0,814,12589,0,0,169,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,3.4,2.8,2.7,3.2,2.6,3.9,2.7,3.1,2.9,3.1,2.2,2.6,2.9,3.2,2.5,2.3,2.5,3.6,2.7,2.1,3.2
Danny,Rose,DEF,TOT,5900000,11,61,5.1,8.644067796610171e-07,1.03389830508475e-05,0,242688,6,8,0,0,0,2,0,10.3,7262,-1,0,61,1,0.9,0,5.4,6,0,5,0,2,6.2,177507,0,346,0,2,1066,13556,0,0,260,Southampton,Watford,Chelsea,West Brom,Man City,5.4,5.0,6.6,7.3,5.2,4.3,6.9,5.6,7.4,7.4,5.9,7.6,4.5,4.9,7.3,7.6,3.4,7.4,5.5,6.0,5.6
Jack,Rose,GLK,WBA,4000000,0,0,0.0,0.0,0.0,0,2820,0,0,0,0,0,0,0,0.0,126,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,7610,0,0,0,0,0,112,0,0,0,Arsenal,Southampton,Hull City,Tottenham,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne,Routledge,MID,SWA,4700000,2,42,2.8,5.95744680851064e-07,8.936170212765961e-06,0,26387,1,23,0,0,0,2,0,8.9,1382,-3,0,42,3,0.7,0,3.4,1,0,3,0,1,0.5,24240,0,269,0,0,1054,3852,0,0,149,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,2.4,2.9,2.0,1.7,1.4,2.6,1.5,3.4,1.5,3.3,2.0,1.7,2.6,2.4,1.6,2.2,2.3,2.1,2.8,2.6,2.4
Bacary,Sagna,DEF,MCI,5300000,1,19,0.3725490196078429,7.029226785053639e-08,3.58490566037736e-06,0,222743,1,9,0,0,0,0,0,3.6,1205,-2,0,19,2,0.1,0,0.6,0,0,1,0,1,1.9,26503,0,386,0,0,662,415,0,0,138,Hull City,Liverpool,Burnley,Everton,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Diafra,Sakho,FWD,WHU,5800000,0,10,0.19607843137254896,3.38066260987154e-08,1.72413793103448e-06,0,6795,0,2,0,0,0,1,0,1.7,250,-2,0,10,2,0.3,0,1.6,2,0,0,0,0,0.1,3494,0,286,0,0,125,163,0,0,29,Swansea,Leicester,Man Utd,Crystal Palace,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mamadou,Sakho,DEF,LIV,4700000,0,0,0.0,0.0,0.0,0,3617,0,0,0,0,0,0,0,0.0,125,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1211,0,273,0,0,0,134,0,0,0,Stoke,Man City,Sunderland,Man Utd,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakary,Sako,MID,CRY,5300000,0,3,0.0588235294117647,1.1098779134295199e-08,5.66037735849057e-07,0,924,0,2,0,0,0,0,0,0.6,55,-2,0,3,2,0.1,0,0.4,0,0,0,0,0,0.0,425,0,220,0,0,25,22,0,0,9,Watford,Arsenal,Swansea,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis,Sanchez,MID,ARS,11900000,5,127,7.5,6.30252100840336e-07,1.0672268907563001e-05,0,514493,3,18,0,0,0,12,0,10.8,8951,9,-1,127,-9,0.9,1,10.8,14,0,4,0,7,37.3,1615308,0,690,0,5,1435,56964,1,0,408,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,9.7,9.1,8.6,9.4,11.2,10.6,8.0,10.2,8.5,6.5,11.2,9.3,8.3,9.6,9.5,9.9,11.0,7.3,10.1,9.4,10.6
Leroy,Sane,MID,MCI,7500000,8,24,0.47058823529411803,6.27450980392157e-08,3.2e-06,0,28136,0,4,0,0,0,1,0,3.2,268,-5,0,24,5,0.3,0,2.4,3,0,0,0,1,0.2,9373,0,0,0,0,392,2535,0,0,93,Hull City,Liverpool,Burnley,Everton,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yaya,Sanogo,FWD,ARS,4700000,0,0,0.0,0.0,0.0,0,8314,0,0,0,0,0,0,0,0.0,183,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,3069,0,0,0,0,0,58,0,0,0,West Brom,Crystal Palace,Bournemouth,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeffrey,Schlupp,DEF,LEI,4800000,0,4,0.0784313725490196,1.63398692810458e-08,8.33333333333333e-07,0,14356,0,2,0,0,0,0,0,0.8,156,-2,0,4,2,0.0,0,0.0,0,0,0,0,0,0.2,1347,0,236,0,0,141,32,0,0,23,Everton,West Ham,Middlesbrough,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasper,Schmeichel,GLK,LEI,4900000,2,32,3.6,7.3469387755102e-07,6.53061224489796e-06,0,364607,0,13,0,40,0,0,0,6.5,2434,-1,0,32,1,0.1,0,0.4,3,0,2,0,0,5.7,71161,0,475,0,0,776,1113,0,0,183,Everton,West Ham,Middlesbrough,Chelsea,Southampton,4.7,5.4,3.0,4.1,3.4,2.5,3.7,2.7,5.3,4.9,4.1,3.8,5.3,4.6,2.6,3.4,5.1,3.2,4.7,2.9,5.3
Morgan,Schneiderlin,MID,MUN,4600000,0,3,0.0588235294117647,1.2787723785166201e-08,6.52173913043478e-07,0,10911,0,1,0,0,0,0,0,0.7,134,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,1661,0,317,0,0,14,70,0,0,9,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bastian,Schweinsteiger,MID,MUN,5100000,0,0,0.0,0.0,0.0,0,6136,0,0,0,0,0,0,0,0.0,84,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,972,0,200,0,0,0,36,0,0,0,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6200000,0,44,4.0,6.45161290322581e-07,7.0967741935483906e-06,0,423704,1,7,0,0,0,3,0,7.0,14278,-3,1,44,3,0.3,0,1.8,5,0,5,0,0,3.8,227203,0,302,0,1,852,1633,-1,0,131,Liverpool,Chelsea,Watford,Sunderland,Man Utd,2.3,3.0,4.8,4.7,4.2,4.5,3.7,3.6,2.7,4.3,3.1,3.3,3.9,3.6,2.8,4.2,3.8,3.9,3.3,2.8,3.3
Luke,Shaw,DEF,MUN,5200000,0,28,0.549019607843137,1.0558069381598801e-07,5.3846153846153804e-06,0,812357,0,5,0,0,0,0,0,5.4,15449,-3,1,28,3,0.0,0,0.0,2,0,3,0,1,7.7,366825,0,92,0,1,525,88,-1,0,132,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3
Ryan,Shawcross,DEF,STK,4900000,1,38,2.7,5.510204081632651e-07,7.755102040816329e-06,0,79007,3,21,0,0,0,0,0,7.8,2320,-1,0,38,1,0.3,0,1.4,2,0,3,0,2,1.7,59926,0,176,0,1,1260,390,0,0,220,Liverpool,Chelsea,Watford,Sunderland,Man Utd,2.9,2.1,2.7,1.9,2.0,2.8,2.6,2.6,2.3,2.5,2.4,2.3,1.5,2.0,3.3,3.0,2.2,3.8,2.4,3.6,2.7
,Sheyi Ojo,MID,LIV,4700000,0,0,0.0,0.0,0.0,0,832,0,0,0,0,0,0,0,0.0,15,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,115,0,81,0,0,0,10,0,0,0,Stoke,Man City,Sunderland,Man Utd,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,SWA,7500000,2,81,4.8,6.4e-07,1.0800000000000002e-05,0,297226,1,37,0,0,0,5,0,10.8,33013,0,0,81,0,0.8,0,5.8,8,0,2,0,5,10.1,408625,0,586,0,2,1437,23441,0,0,307,West Ham,Bournemouth,Crystal Palace,Arsenal,Liverpool,5.4,6.2,4.7,4.0,2.9,5.7,3.8,7.0,3.7,6.9,4.7,4.1,5.8,5.4,3.9,5.0,5.2,4.9,6.1,5.6,5.4
David,Silva,MID,MCI,8700000,5,52,3.5,4.0229885057471297e-07,5.97701149425287e-06,0,197122,2,17,0,0,0,1,0,6.0,1453,-3,0,52,3,0.5,0,4.4,5,0,3,0,4,2.2,59402,0,351,0,0,1249,3926,0,0,266,Hull City,Liverpool,Burnley,Everton,Tottenham,3.0,1.8,4.4,2.8,3.2,2.5,3.6,2.6,3.5,3.8,3.1,2.3,2.2,2.4,3.5,2.6,3.3,3.3,3.0,4.5,3.3
Danny,Simpson,DEF,LEI,4900000,0,29,1.9,3.87755102040816e-07,5.91836734693878e-06,0,71879,6,23,0,0,0,0,0,5.9,1897,-1,0,29,1,0.2,0,1.0,1,0,3,0,1,1.3,18937,0,390,0,0,1285,188,0,0,198,Everton,West Ham,Middlesbrough,Chelsea,Southampton,1.9,2.6,1.0,1.6,1.2,1.0,1.3,1.0,2.3,2.0,2.0,1.6,2.3,1.8,1.0,1.2,2.1,1.1,1.9,1.0,2.2
Joshua,Sims,MID,SOU,4200000,0,7,0.137254901960784,3.26797385620915e-08,1.66666666666667e-06,0,4658,0,1,0,0,0,0,0,1.6,1141,-3,1,7,3,0.3,0,1.4,0,0,1,0,1,0.2,10394,0,0,0,0,115,1484,-1,0,31,Tottenham,West Brom,Everton,Burnley,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jerome,Sinclair,FWD,WAT,4800000,0,3,0.0588235294117647,1.22549019607843e-08,6.25e-07,0,14963,0,1,0,0,0,0,0,0.6,396,-2,0,3,2,0.1,0,0.6,0,0,0,0,0,0.3,5977,0,0,0,0,72,319,0,0,5,Crystal Palace,Tottenham,Stoke,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moussa,Sissoko,MID,TOT,6700000,3,23,0.450980392156863,6.73105062920691e-08,3.43283582089552e-06,0,11342,2,1,0,0,0,0,0,3.4,298,-3,0,23,3,0.3,0,2.2,0,0,4,0,2,0.1,11440,0,0,0,0,492,266,0,0,77,Southampton,Watford,Chelsea,West Brom,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Islam,Slimani,FWD,LEI,8300000,1,47,4.3,5.18072289156626e-07,5.66265060240964e-06,0,121683,1,12,0,0,0,4,0,5.7,4865,-2,0,47,2,0.4,0,3.4,4,0,4,0,3,1.0,142549,0,0,0,1,731,7601,0,0,161,Everton,West Ham,Middlesbrough,Chelsea,Southampton,6.0,6.3,3.8,4.8,3.3,3.7,5.3,4.6,6.0,6.4,4.0,4.1,5.4,6.3,3.5,4.8,5.9,3.9,6.0,4.3,5.9
Chris,Smalling,DEF,MUN,5800000,1,20,0.3921568627450979,6.76132521974307e-08,3.4482758620689696e-06,0,48285,0,9,0,0,0,1,0,3.4,378,-2,0,20,2,0.0,0,0.2,0,0,1,0,0,1.0,16355,0,381,0,0,454,254,0,0,108,Sunderland,Middlesbrough,West Ham,Liverpool,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
