FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ben,Foster,GLK,WBA,4400000,3,79,3.4,7.72727272727273e-07,1.7954545454545498e-05,0,637868,2,30,0,55,0,0,0,18.0,22120,-1,0,79,1,0.9,0,4.0,6,0,7,0,0,9.5,419696,0,0,0,0,2070,21237,0,0,387,Man City,Southampton,Chelsea,Huddersfield,Watford,2.6,4.1,3.4,4.5,3.7,3.6,2.6,4.1,3.6,2.5,4.2,2.9,3.8,3.9,40.9
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,32,2.0,4.54545454545455e-07,7.272727272727271e-06,0,87613,1,23,0,0,0,0,0,7.3,2617,-1,0,32,1,0.7,0,3.3,3,0,2,0,0,1.1,57575,0,0,0,0,1230,6455,0,0,231,West Ham,Newcastle,Everton,Tottenham,Man Utd,1.5,1.6,1.0,1.7,1.7,1.5,1.2,2.0,1.1,2.3,1.7,1.6,1.4,1.8,37.1
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1555,0,0,0,0,0,0,0,0.0,50,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1654,0,0,0,0,0,44,0,0,0,Man Utd,Liverpool,Arsenal,Crystal Palace,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4300000,2,31,1.6,3.7209302325581396e-07,7.209302325581401e-06,0,155534,6,26,0,0,0,0,0,7.2,2503,-2,0,31,2,0.2,0,1.0,1,0,2,0,0,0.9,63908,0,0,0,0,1702,4762,0,1,287,Chelsea,Stoke,Huddersfield,Newcastle,Leicester,1.1,1.4,0.9,1.1,0.8,1.1,1.2,1.2,2.2,0.9,1.1,1.1,1.0,1.0,82.1
Ryan,Fraser,MID,BOU,5100000,9,57,3.8,7.45098039215686e-07,1.1176470588235302e-05,0,82834,0,19,0,0,0,4,0,11.2,5858,-4,0,57,4,0.9,0,4.7,8,0,0,0,1,1.0,72452,0,0,0,2,1041,25363,0,0,204,Chelsea,Stoke,Huddersfield,Newcastle,Leicester,2.9,4.1,3.4,4.2,3.1,3.5,4.6,3.4,4.1,2.4,3.2,3.5,4.7,3.3,83.5
Christian,Fuchs,DEF,LEI,4800000,0,48,2.8,5.83333333333333e-07,1e-05,0,190556,1,20,0,0,0,0,0,10.0,5613,-2,0,48,2,0.5,0,2.3,6,0,4,0,1,2.0,98133,0,0,0,1,1368,2278,0,0,260,Everton,Swansea,Man City,Stoke,Bournemouth,1.7,2.6,2.0,3.2,2.7,2.0,3.2,2.6,2.7,2.5,3.0,3.3,3.5,2.1,51.5
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.1627906976744199e-07,2.3255813953488398e-07,0,3954,1,0,0,0,0,0,0,0.2,86,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,3676,0,0,0,0,17,38,0,0,1,Arsenal,Leicester,Burnley,Brighton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,1082,0,0,0,0,0,0,0,0.0,22,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,462,0,0,0,0,0,19,0,0,0,Leicester,Arsenal,Crystal Palace,Watford,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6300000,2,46,2.2,3.49206349206349e-07,7.3015873015873e-06,0,487796,1,14,0,0,0,3,0,7.3,2311,-7,0,46,7,0.2,0,1.0,4,0,4,0,0,1.3,259228,0,0,0,1,929,3255,0,0,137,Brighton,West Brom,Liverpool,Burnley,Stoke,2.1,1.6,1.7,1.6,2.4,1.8,1.6,1.6,1.2,1.3,1.7,2.1,1.6,1.6,41.1
Ali,Gabr,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,56,0,0,0,0,0,0,0,0.0,56,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,866,0,0,0,0,0,866,0,0,0,Man City,Southampton,Chelsea,Huddersfield,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2180,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,345,0,0,0,0,0,7,0,0,0,Swansea,Everton,Tottenham,Man City,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,3900000,0,9,0.375,9.61538461538462e-08,2.3076923076923098e-06,0,212466,0,0,0,0,0,0,0,2.3,3946,-1,0,9,1,0.0,0,0.0,2,0,1,0,0,1.8,191645,0,0,0,0,97,2197,0,0,38,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.4
Dwight,Gayle,FWD,NEW,6100000,1,48,2.0,3.2786885245901605e-07,7.868852459016389e-06,0,175669,2,23,0,0,0,3,0,7.9,3892,-4,0,48,4,0.2,0,1.3,4,0,1,0,1,0.9,102856,0,0,0,1,1054,1326,0,0,147,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,1.4,1.4,1.4,1.6,1.1,1.7,1.2,2.0,1.4,1.6,1.4,1.8,1.6,1.1,74.8
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.375,8.928571428571429e-08,2.1428571428571398e-06,0,4640,0,0,0,3,0,0,0,2.1,232,-3,0,9,3,0.0,0,0.0,2,0,1,0,0,0.1,5948,0,0,0,0,90,219,0,0,26,Man Utd,Liverpool,Arsenal,Crystal Palace,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Kieran,Gibbs,DEF,WBA,5000000,2,59,2.8,5.6e-07,1.18e-05,0,35364,1,26,0,0,0,0,0,11.8,3440,0,0,59,0,0.6,0,3.0,1,0,5,0,2,0.5,46830,0,0,0,0,1806,2125,0,0,318,Man City,Southampton,Chelsea,Huddersfield,Watford,0.0,3.1,2.5,3.4,2.8,2.7,1.9,3.1,2.7,1.8,3.2,2.1,2.9,3.2,70.2
Olivier,Giroud,FWD,ARS,8200000,0,36,1.5,1.82926829268293e-07,4.39024390243902e-06,0,124026,0,3,0,0,0,4,0,4.4,778,-3,0,36,3,0.0,0,0.0,4,0,1,0,0,1.0,57632,0,0,0,1,360,255,0,0,139,Swansea,Everton,Tottenham,Man City,Brighton,0.0,1.3,0.8,1.0,0.8,1.2,0.8,1.6,1.3,0.8,1.3,0.8,1.1,0.8,52.9
Connor,Goldson,DEF,BHA,3900000,-1,5,0.208333333333333,5.34188034188034e-08,1.28205128205128e-06,0,78850,1,4,0,0,0,0,0,1.3,7560,-1,0,5,1,-0.1,0,-0.3,0,0,1,0,0,2.8,174268,0,0,0,0,180,21513,0,0,33,Southampton,West Ham,Stoke,Swansea,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6e-07,1.3777777777777801e-05,0,135485,0,39,0,61,0,0,0,13.8,13542,0,0,62,0,0.2,0,1.0,4,0,5,0,0,1.8,131899,0,0,0,0,2038,197,0,0,386,Stoke,Chelsea,West Ham,Everton,West Brom,0.0,2.9,2.8,2.2,2.6,2.0,2.4,2.3,2.7,2.2,3.8,2.2,2.3,2.0,45.1
Joseph,Gomez,DEF,LIV,4700000,2,65,3.4,7.23404255319149e-07,1.38297872340426e-05,0,387678,2,20,0,0,0,0,0,13.8,20401,2,0,65,-2,0.4,0,1.7,6,0,6,0,2,6.0,648246,0,0,0,2,1541,23313,0,0,383,Huddersfield,Tottenham,Southampton,West Ham,Newcastle,2.8,3.8,3.4,4.6,3.6,2.6,4.2,4.0,2.2,3.6,2.7,4.3,3.4,4.7,61.8
Dan,Gosling,MID,BOU,4800000,1,31,1.29166666666667,2.69097222222222e-07,6.45833333333333e-06,0,6408,3,19,0,0,0,1,0,6.5,386,-2,0,31,2,0.2,0,1.0,2,0,0,0,1,0.1,5832,0,0,0,0,912,150,0,0,129,Chelsea,Stoke,Huddersfield,Newcastle,Leicester,0.6,0.7,0.6,0.8,0.6,0.6,0.9,0.6,0.7,0.6,0.6,0.6,0.9,0.6,46.9
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,253,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,31,0,0,0,0,0,0,0,0,0,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,3996,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,135,0,0,0,0,0,0,0,0,0,Chelsea,Stoke,Huddersfield,Newcastle,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4200000,0,5,0.208333333333333,4.96031746031746e-08,1.19047619047619e-06,0,26390,0,7,0,8,0,0,0,1.2,469,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.3,8690,0,0,0,0,270,298,0,0,44,Watford,Bournemouth,Brighton,Leicester,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,1,63,2.7,4.28571428571429e-07,1e-05,0,264426,1,25,0,0,0,4,0,10.0,10995,-2,0,63,2,0.7,0,4.7,3,0,5,0,3,1.9,245961,0,0,0,0,1222,7294,0,0,184,Stoke,Chelsea,West Ham,Everton,West Brom,2.8,1.7,2.2,2.8,2.8,1.7,1.9,2.8,2.3,2.2,2.8,2.0,2.5,1.8,88.2
Demarai,Gray,MID,LEI,5300000,1,54,2.3,4.33962264150943e-07,1.0188679245283e-05,0,127275,2,19,0,0,0,3,0,10.2,4859,-2,0,54,2,0.2,0,1.0,2,0,3,0,1,0.8,125990,0,0,0,0,1086,755,0,0,208,Everton,Swansea,Man City,Stoke,Bournemouth,1.8,2.3,1.2,2.0,2.1,1.5,2.2,1.3,2.0,1.4,1.9,1.3,2.0,1.2,73.7
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,4787,0,0,0,0,0,0,0,0.0,273,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,11931,0,0,0,0,0,335,0,0,0,Liverpool,Man Utd,Bournemouth,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,5800000,2,105,4.4,7.586206896551721e-07,1.8103448275862102e-05,0,1286026,1,28,0,0,0,4,0,18.1,69681,3,0,105,-3,0.3,0,2.0,17,0,8,0,5,14.9,1970566,0,0,0,1,1817,51000,0,0,398,Southampton,West Ham,Stoke,Swansea,Arsenal,4.1,5.4,3.7,5.9,5.7,4.7,2.7,5.1,6.2,3.6,4.6,3.8,4.3,2.8,147.6
Marko,Grujic,MID,LIV,4200000,0,3,1.0,2.38095238095238e-07,7.142857142857141e-07,0,48288,0,0,0,0,0,0,0,0.7,1734,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.5,51826,0,0,0,0,14,92,0,0,9,Huddersfield,Tottenham,Southampton,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,2,68,3.0,6e-07,1.36e-05,0,35251,2,18,0,0,0,1,0,13.6,4803,0,0,68,0,0.8,0,4.0,1,0,8,0,5,0.8,74601,0,0,0,0,1778,16200,0,0,282,Newcastle,Man City,Swansea,Southampton,Everton,2.7,1.7,3.0,2.7,3.6,2.2,2.4,2.4,2.4,2.7,2.2,2.9,2.0,3.1,126.9
Idrissa,Gueye,MID,EVE,4800000,0,46,2.2,4.58333333333333e-07,9.58333333333333e-06,0,62098,4,31,0,0,0,1,0,9.6,862,-2,0,46,2,0.1,0,0.7,2,0,5,0,0,0.8,29762,0,0,0,0,1759,308,0,1,324,Leicester,Arsenal,Crystal Palace,Watford,Burnley,1.8,1.1,1.9,1.3,1.3,1.9,1.2,1.1,1.5,1.7,1.9,1.3,1.8,1.2,58.6
Ilkay,Gundogan,MID,MCI,5300000,0,43,1.7916666666666698,3.38050314465409e-07,8.11320754716981e-06,0,70210,0,7,0,0,0,2,0,8.1,10552,-2,0,43,2,0.8,0,4.3,5,0,2,0,2,0.8,90761,0,0,0,2,560,8132,0,0,167,West Brom,Burnley,Leicester,Arsenal,Chelsea,1.4,1.0,1.2,0.9,1.0,1.0,1.3,1.3,0.9,0.9,1.5,1.0,1.6,1.1,48.6
Florent,Hadergjonaj,DEF,HUD,4500000,1,19,0.791666666666667,1.7592592592592602e-07,4.2222222222222194e-06,0,1552,1,14,0,0,0,0,0,4.2,50,0,0,19,0,0.1,0,0.3,2,0,1,0,1,0.0,1886,0,0,0,0,600,42,0,0,120,Liverpool,Man Utd,Bournemouth,West Brom,Tottenham,0.5,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.4,0.5,0.4,0.4,0.4,0.5,24.1
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,94606,0,0,0,0,0,0,0,0.0,3393,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.7,99596,0,0,0,0,0,6995,0,0,0,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,607,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,709,0,0,0,0,0,20,0,0,0,Crystal Palace,Brighton,Watford,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4400000,0,0,0.0,0.0,0.0,0,1999,0,0,0,0,0,0,0,0.0,56,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,789,0,0,0,0,0,42,0,0,0,Everton,Swansea,Man City,Stoke,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,84405,0,0,0,0,0,0,0,0.0,474,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,5760,0,0,0,0,0,9,0,0,0,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,2149,0,0,0,0,0,0,0,0.2,17,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1350,0,0,0,0,20,2,0,0,6,Man City,Southampton,Chelsea,Huddersfield,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4300000,0,45,3.2,7.441860465116279e-07,1.0465116279069802e-05,0,488211,0,30,0,39,0,0,0,10.5,10467,-2,0,45,2,0.0,0,0.0,3,0,3,0,1,5.3,147207,0,0,1,1,1260,2364,0,0,261,Crystal Palace,Brighton,Watford,Liverpool,Swansea,4.7,3.1,3.9,2.8,2.5,3.7,3.5,3.7,3.1,3.9,2.3,3.0,2.2,3.1,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,2130,0,0,0,0,0,0,0,0.0,136,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4895,0,0,0,0,0,197,0,0,0,Watford,Bournemouth,Brighton,Leicester,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4400000,2,34,1.8,4.09090909090909e-07,7.727272727272729e-06,0,26485,7,22,0,0,0,1,0,7.7,339,-1,0,34,1,0.2,0,1.0,0,0,3,0,0,0.2,24890,0,0,0,0,1272,427,0,0,148,Burnley,Crystal Palace,Man Utd,Bournemouth,Liverpool,1.1,0.9,0.9,1.2,0.9,1.2,0.9,1.6,0.9,1.4,1.3,1.4,1.1,1.0,54.3
Eden,Hazard,MID,CHE,10600000,16,112,5.6,5.283018867924531e-07,1.05660377358491e-05,0,981226,1,9,0,0,0,8,0,10.6,12646,1,0,112,-1,0.8,0,9.0,18,0,8,0,4,8.4,1275126,0,0,0,4,1338,125995,0,0,410,Bournemouth,Watford,West Brom,Man Utd,Man City,7.5,6.2,7.7,4.3,4.4,7.0,6.0,6.2,7.2,6.3,8.1,7.1,6.1,6.7,184.4
Tom,Heaton,GLK,BUR,4700000,0,8,0.33333333333333304,7.09219858156028e-08,1.7021276595744699e-06,0,359874,0,4,0,8,0,0,0,1.7,1648,-3,0,8,3,0.0,0,0.0,0,0,0,0,0,1.5,18753,0,0,0,0,305,121,0,0,48,Newcastle,Man City,Swansea,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0416666666666667,9.920634920634921e-09,2.38095238095238e-07,0,8713,0,0,0,0,0,0,0,0.2,50,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2498,0,0,0,0,1,47,0,0,4,Liverpool,Man Utd,Bournemouth,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4600000,2,75,3.1,6.73913043478261e-07,1.6304347826087e-05,0,1210987,3,30,0,0,0,1,0,16.3,43161,1,0,75,-1,0.7,0,3.3,7,0,7,0,0,18.9,1702345,0,0,0,1,2126,42186,0,0,408,Man City,Southampton,Chelsea,Huddersfield,Watford,2.2,3.6,2.9,4.0,3.2,3.1,2.3,3.6,3.1,2.2,3.7,2.5,3.3,3.6,80.5
Tomer,Hemed,FWD,BHA,4800000,2,43,2.7,5.625e-07,8.95833333333333e-06,0,245351,0,8,0,0,0,2,0,9.0,5687,-2,0,43,2,0.1,0,0.7,5,0,3,0,2,1.2,280588,0,0,0,0,842,4859,0,0,110,Southampton,West Ham,Stoke,Swansea,Arsenal,2.3,2.9,2.4,2.7,2.8,2.0,1.9,3.0,3.3,2.0,2.6,1.9,2.5,1.6,44.2
Jordan,Henderson,MID,LIV,5300000,0,46,2.9,5.47169811320755e-07,8.679245283018871e-06,0,161663,1,18,0,0,0,1,0,8.7,989,-2,0,46,2,0.0,0,0.0,3,0,6,0,1,1.1,122363,0,0,0,0,1272,231,0,0,228,Huddersfield,Tottenham,Southampton,West Ham,Newcastle,2.1,2.4,2.2,2.9,3.0,1.4,2.5,1.9,2.6,3.1,2.1,2.9,1.8,2.9,63.7
Jeff,Hendrick,MID,BUR,5400000,2,62,3.0,5.55555555555556e-07,1.14814814814815e-05,0,21534,0,15,0,0,0,2,0,11.5,537,-1,0,62,1,0.4,0,2.0,1,0,8,0,1,0.2,22142,0,0,0,0,1616,304,0,0,204,Newcastle,Man City,Swansea,Southampton,Everton,2.7,1.7,3.0,2.7,3.6,2.2,2.4,2.4,2.4,2.7,2.2,2.9,2.0,3.1,68.7
Wayne,Hennessey,GLK,CRY,4300000,2,49,3.8,8.837209302325581e-07,1.13953488372093e-05,0,87130,0,23,0,48,0,0,0,11.4,3995,-2,0,49,2,0.9,0,4.0,7,0,3,0,0,1.4,82003,0,0,0,0,1170,17359,0,0,258,West Ham,Newcastle,Everton,Tottenham,Man Utd,4.1,4.2,2.7,4.4,4.4,4.1,3.4,4.9,3.2,5.4,4.4,4.2,3.7,4.7,34.4
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,2500,0,0,0,0,0,0,0,0.0,203,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5872,0,0,0,0,0,224,0,0,0,West Ham,Newcastle,Everton,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5000000,1,28,1.16666666666667,2.3333333333333301e-07,5.6e-06,0,193364,4,11,0,0,0,0,0,5.6,812,-5,0,28,5,0.3,0,1.3,0,0,3,0,1,1.2,26677,0,0,0,0,851,235,0,0,142,Tottenham,Huddersfield,Newcastle,Chelsea,Crystal Palace,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.8,0.6,0.8,0.6,0.6,43.6
Wesley,Hoedt,DEF,SOU,5000000,3,33,2.4,4.8e-07,6.6e-06,0,6372,3,21,0,0,0,0,0,6.6,367,0,0,33,0,0.3,0,1.3,3,0,2,0,1,0.1,9040,0,0,0,0,1260,1325,0,0,266,Brighton,West Brom,Liverpool,Burnley,Stoke,2.8,1.7,2.4,2.1,2.4,1.9,1.8,2.3,1.6,2.4,1.6,2.0,1.4,1.7,48.7
Jonathan,Hogg,MID,HUD,4400000,1,27,1.125,2.55681818181818e-07,6.13636363636364e-06,0,32169,3,24,0,0,0,0,0,6.1,505,-1,0,27,1,0.2,0,1.0,0,0,4,0,0,0.3,40939,0,0,0,0,1188,216,0,1,216,Liverpool,Man Utd,Bournemouth,West Brom,Tottenham,0.6,0.6,0.7,0.6,0.6,0.8,0.7,0.6,0.6,0.6,0.6,0.9,0.6,0.8,31.6
Pierre-Emile,H?jbjerg,MID,SOU,4300000,2,18,0.75,1.74418604651163e-07,4.18604651162791e-06,0,29423,3,13,0,0,0,0,0,4.2,772,-2,0,18,2,0.4,0,1.7,0,0,1,0,0,0.4,29744,0,0,0,0,746,1424,0,0,131,Brighton,West Brom,Liverpool,Burnley,Stoke,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,28.3
Rob,Holding,DEF,ARS,4500000,0,12,0.5,1.11111111111111e-07,2.66666666666667e-06,0,103828,2,12,0,0,0,0,0,2.7,2532,-5,0,12,5,0.3,0,1.3,0,0,1,0,1,0.6,24662,0,0,0,0,443,575,0,0,101,Swansea,Everton,Tottenham,Man City,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,15.4
Jose,Holebas,DEF,WAT,4800000,0,35,2.3,4.79166666666667e-07,7.29166666666667e-06,0,61673,3,28,0,0,0,0,0,7.3,1290,-2,0,35,2,0.0,0,0.0,3,0,2,0,3,0.4,49548,0,0,0,0,1211,112,0,0,214,Stoke,Chelsea,West Ham,Everton,West Brom,1.9,2.2,2.2,1.7,2.1,1.5,1.8,1.8,2.1,1.7,3.2,1.7,1.8,1.6,69.7
Mason,Holgate,DEF,EVE,4300000,2,35,1.4583333333333302,3.39147286821705e-07,8.139534883720931e-06,0,142784,3,14,0,0,0,0,0,8.1,7053,-2,0,35,2,0.2,0,0.7,0,0,4,0,0,2.1,184069,0,0,0,0,1170,11062,0,0,208,Leicester,Arsenal,Crystal Palace,Watford,Burnley,0.9,0.7,2.0,1.0,0.8,1.4,0.8,0.8,1.2,0.7,1.0,0.7,1.1,0.9,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,18156,0,0,0,0,0,0,0,0.0,124,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1180,0,0,0,0,0,12,0,0,0,Liverpool,Man Utd,Bournemouth,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum,Hudson-Odoi,MID,CHE,4500000,0,0,0.0,0.0,0.0,0,84,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,121,0,0,0,0,0,26,0,0,0,Bournemouth,Watford,West Brom,Man Utd,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will,Hughes,MID,WAT,4600000,0,26,1.08333333333333,2.35507246376812e-07,5.65217391304348e-06,0,71750,0,6,0,0,0,2,0,5.7,943,-4,0,26,4,0.0,0,0.0,3,0,2,0,1,0.2,64532,0,0,0,1,323,72,0,0,89,Stoke,Chelsea,West Ham,Everton,West Brom,0.0,0.5,0.5,0.7,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,30.3
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0416666666666667,1.0683760683760699e-08,2.56410256410256e-07,0,366250,0,1,0,0,0,0,0,0.3,7016,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,6.1,314053,0,0,0,0,17,5180,0,0,5,Southampton,West Ham,Stoke,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,4893,0,0,0,0,0,0,0,0.0,57,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1427,0,0,0,0,0,106,0,0,0,Everton,Swansea,Man City,Stoke,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson,Hyndman,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,69,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,88,0,0,0,0,0,12,0,0,0,Chelsea,Stoke,Huddersfield,Newcastle,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
