FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1636,0,0,0,0,0,0,0,0.0,50,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1719,0,0,0,0,0,43,0,0,0,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4300000,2,39,1.8,4.1860465116279104e-07,9.06976744186047e-06,0,160846,6,27,0,0,0,0,0,9.1,3376,-2,0,39,2,0.7,0,2.8,1,0,3,0,0,1.5,102213,0,0,0,0,1882,16314,0,1,322,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,1.1,1.2,1.0,1.4,1.5,1.5,2.4,1.2,1.5,1.4,1.3,1.3,87.5
Ryan,Fraser,MID,BOU,5100000,2,62,3.6,7.058823529411759e-07,1.2156862745098e-05,0,94171,0,20,0,0,0,4,0,12.2,7849,-4,0,62,4,0.9,0,4.8,8,0,1,0,1,1.1,89956,0,0,0,2,1221,3074,0,0,225,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,3.3,3.8,3.0,3.2,4.2,3.1,3.7,2.3,3.1,3.2,3.8,3.1,89.4
Christian,Fuchs,DEF,LEI,4800000,3,52,2.7,5.625e-07,1.0833333333333301e-05,0,197104,1,21,0,0,0,0,0,10.8,3212,-2,0,52,2,0.3,0,1.3,7,0,4,0,1,2.0,101641,0,0,0,1,1474,1608,0,0,288,Man City,Stoke,Bournemouth,West Brom,Arsenal,1.9,3.1,2.4,1.9,3.4,2.4,2.4,2.4,2.9,3.2,3.3,2.0,57.1
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.1627906976744199e-07,2.3255813953488398e-07,0,4097,1,0,0,0,0,0,0,0.2,84,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,3690,0,0,0,0,17,7,0,0,1,Burnley,Brighton,West Ham,Huddersfield,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,1131,0,0,0,0,0,0,0,0.0,27,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,513,0,0,0,0,0,32,0,0,0,Crystal Palace,Watford,Burnley,Brighton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6200000,0,46,2.1,3.38709677419355e-07,7.41935483870968e-06,0,493546,2,14,0,0,0,3,0,7.4,2032,-8,1,46,8,0.1,0,0.5,4,0,4,0,0,1.2,259788,0,0,0,1,940,372,-1,0,136,Liverpool,Burnley,Stoke,Newcastle,Swansea,1.5,1.5,2.2,1.7,1.5,1.5,1.1,1.2,1.6,1.8,1.5,1.5,41.1
Ali,Gabr,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,1500,0,0,0,0,0,0,0,0.0,968,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5342,0,0,0,0,0,1137,0,0,0,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2229,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,350,0,0,0,0,0,2,0,0,0,Tottenham,Man City,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,3900000,0,9,0.34615384615384603,8.87573964497041e-08,2.3076923076923098e-06,0,218272,0,0,0,0,0,0,0,2.3,3247,-1,0,9,1,0.0,0,0.0,2,0,1,0,0,1.7,194105,0,0,0,0,97,1480,0,0,38,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.4
Dwight,Gayle,FWD,NEW,6100000,2,51,1.96153846153846,3.2156368221942e-07,8.360655737704919e-06,0,181886,2,24,0,0,0,3,0,8.4,2553,-4,0,51,4,0.2,0,1.5,4,0,1,0,1,0.8,103775,0,0,0,1,1149,481,0,0,155,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,1.5,1.5,1.1,1.6,1.1,1.9,1.4,1.6,1.3,1.8,1.5,1.1,78.2
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.34615384615384603,8.241758241758241e-08,2.1428571428571398e-06,0,4920,0,0,0,3,0,0,0,2.1,146,-3,0,9,3,0.0,0,0.0,2,0,1,0,0,0.1,6294,0,0,0,0,90,208,0,0,26,Arsenal,Crystal Palace,Huddersfield,Bournemouth,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Kieran,Gibbs,DEF,WBA,5000000,0,59,2.8,5.6e-07,1.18e-05,0,40945,1,26,0,0,0,0,0,11.8,2750,0,0,59,0,0.4,0,2.0,1,0,5,0,2,0.4,47129,0,0,0,0,1806,98,0,0,318,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.0,3.4,2.7,2.8,1.8,3.1,2.8,1.8,3.2,2.0,3.0,3.2,70.2
Olivier,Giroud,FWD,CHE,8200000,1,38,2.2,2.68292682926829e-07,4.6341463414634106e-06,0,137166,0,7,0,0,0,4,0,4.6,10008,-3,0,38,3,0.1,0,0.5,4,0,1,0,0,2.2,137294,0,0,0,1,400,33019,0,0,139,West Brom,Man Utd,Man City,Crystal Palace,Burnley,2.2,1.2,1.5,2.1,1.5,1.7,2.0,1.9,2.3,1.6,1.7,1.8,58.4
Connor,Goldson,DEF,BHA,3900000,0,5,0.19230769230769199,4.93096646942801e-08,1.28205128205128e-06,0,90244,1,4,0,0,0,0,0,1.3,6642,-1,0,5,1,-0.1,0,-0.3,0,0,1,0,0,2.9,193070,0,0,0,0,180,9955,0,0,33,Stoke,Swansea,Arsenal,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6e-07,1.3777777777777801e-05,0,152696,0,39,0,61,0,0,0,13.8,7044,0,0,62,0,0.1,0,0.3,4,0,5,0,0,1.5,132032,0,0,0,0,2038,82,0,0,386,West Ham,Everton,West Brom,Arsenal,Liverpool,0.0,2.3,2.7,2.3,2.4,2.2,2.7,2.2,3.8,2.2,2.2,2.0,45.1
Joseph,Gomez,DEF,LIV,4700000,0,71,3.5,7.4468085106383e-07,1.5106382978723401e-05,0,474096,2,20,0,0,0,0,0,15.1,72828,2,0,71,-2,0.5,0,2.3,6,0,7,0,2,5.0,676796,0,0,0,2,1631,6027,0,0,409,Southampton,West Ham,Newcastle,Man Utd,Watford,0.0,0.0,0.0,2.8,4.4,4.2,2.4,3.5,3.0,4.4,3.4,4.7,64.4
Dan,Gosling,MID,BOU,4800000,1,35,1.34615384615385,2.8044871794871804e-07,7.29166666666667e-06,0,6904,4,20,0,0,0,1,0,7.3,311,-2,0,35,2,0.3,0,1.5,2,0,1,0,1,0.1,6166,0,0,0,0,1092,172,0,0,143,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,0.7,0.8,0.7,0.7,0.9,0.7,0.8,0.7,0.7,0.7,0.8,0.7,52.8
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,254,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,33,0,0,0,0,0,1,0,0,0,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,4030,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,138,0,0,0,0,0,3,0,0,0,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4200000,0,5,0.19230769230769199,4.57875457875458e-08,1.19047619047619e-06,0,27078,0,7,0,8,0,0,0,1.2,389,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.3,9490,0,0,0,0,270,458,0,0,44,Brighton,Leicester,Southampton,Man City,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,1,65,2.6,4.12698412698413e-07,1.0317460317460301e-05,0,286818,1,25,0,0,0,4,0,10.3,9252,-2,0,65,2,0.4,0,2.3,3,0,5,0,3,1.6,249351,0,0,0,0,1245,2312,0,0,191,West Ham,Everton,West Brom,Arsenal,Liverpool,2.1,2.7,2.7,1.6,1.8,2.5,2.2,2.1,2.6,1.8,2.5,1.7,89.7
Demarai,Gray,MID,LEI,5300000,1,57,2.3,4.33962264150943e-07,1.07547169811321e-05,0,135072,2,21,0,0,0,3,0,10.8,4776,-2,0,57,2,0.2,0,1.3,2,0,3,0,1,0.7,129211,0,0,0,0,1182,412,0,0,215,Man City,Stoke,Bournemouth,West Brom,Arsenal,1.2,2.0,2.1,1.5,2.2,1.2,2.0,1.4,1.8,1.3,2.2,1.2,79.0
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,5184,0,0,0,0,0,0,0,0.0,222,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,12500,0,0,0,0,0,320,0,0,0,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,5800000,13,120,4.6,7.93103448275862e-07,2.06896551724138e-05,0,1360205,1,30,0,0,0,5,0,20.7,23792,3,0,120,-3,0.8,0,4.8,20,0,8,0,6,16.6,2137874,0,0,0,2,1981,124480,0,0,443,Stoke,Swansea,Arsenal,Everton,Man City,4.0,5.8,6.1,4.8,2.8,5.7,6.5,3.9,5.0,4.2,4.8,3.1,167.3
Marko,Grujic,MID,LIV,4200000,0,3,1.0,2.38095238095238e-07,7.142857142857141e-07,0,50016,0,0,0,0,0,0,0,0.7,974,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.5,51913,0,0,0,0,14,51,0,0,9,Southampton,West Ham,Newcastle,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,10,80,3.2,6.4e-07,1.6e-05,0,45272,2,20,0,0,0,2,0,16.0,4428,0,0,80,0,0.8,0,4.0,4,0,8,0,5,1.3,110457,0,0,0,0,1950,32958,0,0,317,Swansea,Southampton,Everton,West Ham,Chelsea,2.8,2.9,3.9,2.7,2.7,2.7,2.6,3.1,2.5,3.2,2.1,3.2,138.5
Idrissa,Gueye,MID,EVE,4800000,2,50,2.2,4.58333333333333e-07,1.0416666666666699e-05,0,63187,4,37,0,0,0,1,0,10.4,596,-2,0,50,2,0.3,0,1.5,2,0,5,0,0,0.8,30477,0,0,0,0,1939,520,0,1,353,Crystal Palace,Watford,Burnley,Brighton,Stoke,1.9,1.2,1.2,1.9,1.2,1.2,1.4,1.4,1.9,1.3,1.7,1.3,63.1
Ilkay,Gundogan,MID,MCI,5300000,1,45,1.7307692307692302,3.2656023222061e-07,8.49056603773585e-06,0,84827,1,8,0,0,0,2,0,8.5,7537,-2,0,45,2,0.7,0,3.8,5,0,2,0,2,0.9,105536,0,0,0,2,701,7099,0,0,198,Leicester,Arsenal,Chelsea,Stoke,Brighton,1.2,0.9,1.0,0.9,1.2,1.2,0.9,0.9,1.2,1.0,1.5,1.0,65.1
Florent,Hadergjonaj,DEF,HUD,4500000,1,21,0.8076923076923079,1.79487179487179e-07,4.6666666666666705e-06,0,1620,1,19,0,0,0,0,0,4.7,42,0,0,21,0,0.2,0,0.8,2,0,1,0,1,0.0,2006,0,0,0,0,780,98,0,0,138,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.5,0.4,0.4,0.4,0.6,30.2
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,99686,0,0,0,0,0,0,0,0.0,3014,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.8,107552,0,0,0,0,0,4782,0,0,0,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,643,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,740,0,0,0,0,0,13,0,0,0,Watford,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4400000,0,0,0.0,0.0,0.0,0,2079,0,0,0,0,0,0,0,0.0,43,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,844,0,0,0,0,0,29,0,0,0,Man City,Stoke,Bournemouth,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,85212,0,0,0,0,0,0,0,0.0,431,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,5779,0,0,0,0,0,11,0,0,0,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,0.0384615384615385,8.54700854700855e-09,2.22222222222222e-07,0,2169,0,0,0,0,0,0,0,0.2,10,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1376,0,0,0,0,20,18,0,0,6,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4300000,0,45,3.2,7.441860465116279e-07,1.0465116279069802e-05,0,501545,0,30,0,39,0,0,0,10.5,6551,-2,0,45,2,0.0,0,0.0,3,0,3,0,1,5.1,149396,0,0,1,1,1260,1198,0,0,261,Watford,Liverpool,Swansea,Burnley,Man Utd,3.9,2.8,2.5,3.8,3.7,3.7,2.9,4.0,2.6,3.1,2.3,3.2,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,2316,0,0,0,0,0,0,0,0.0,113,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5200,0,0,0,0,0,194,0,0,0,Brighton,Leicester,Southampton,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4400000,1,35,1.8,4.09090909090909e-07,7.95454545454546e-06,0,27128,7,22,0,0,0,1,0,8.0,351,-1,0,35,1,0.2,0,0.8,0,0,3,0,0,0.2,25311,0,0,0,0,1297,177,0,0,152,Man Utd,Bournemouth,Liverpool,Southampton,Tottenham,1.0,1.2,0.9,1.1,0.9,1.6,1.0,1.4,1.3,1.5,1.0,1.0,56.0
Eden,Hazard,MID,CHE,10700000,8,122,5.5,5.14018691588785e-07,1.14018691588785e-05,0,1051658,1,16,0,0,0,9,0,11.4,32632,2,0,122,-2,0.6,0,6.8,19,0,8,0,4,8.2,1333057,0,0,0,4,1518,25882,0,0,456,West Brom,Man Utd,Man City,Crystal Palace,Burnley,7.5,4.2,4.3,6.8,6.0,6.1,7.3,6.1,7.9,6.3,5.7,6.6,203.3
Tom,Heaton,GLK,BUR,4700000,0,8,0.307692307692308,6.54664484451719e-08,1.7021276595744699e-06,0,362019,0,4,0,8,0,0,0,1.7,1152,-3,0,8,3,0.0,0,0.0,0,0,0,0,0,1.4,18887,0,0,0,0,305,84,0,0,48,Swansea,Southampton,Everton,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0384615384615385,9.157509157509159e-09,2.38095238095238e-07,0,8799,1,1,0,0,0,0,0,0.2,38,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2583,0,0,0,0,32,57,0,0,1,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4700000,7,83,3.2,6.808510638297871e-07,1.7659574468085103e-05,0,1252309,3,36,0,0,0,2,0,18.0,20407,2,-1,83,-2,0.9,0,4.3,7,0,7,0,0,20.4,1830042,0,0,0,1,2306,86796,1,0,445,Chelsea,Huddersfield,Watford,Leicester,Bournemouth,2.8,4.1,3.3,3.4,2.3,3.8,3.4,2.2,3.8,2.5,3.6,3.7,90.9
Tomer,Hemed,FWD,BHA,4700000,0,43,2.7,5.744680851063829e-07,9.14893617021277e-06,0,257065,0,8,0,0,0,2,0,9.1,5617,-3,1,43,3,0.1,0,0.5,5,0,3,0,2,1.1,286397,0,0,0,0,842,4128,-1,0,110,Stoke,Swansea,Arsenal,Everton,Man City,2.4,2.7,2.9,1.9,1.9,3.0,3.3,2.0,2.6,1.9,2.7,1.6,44.2
Jordan,Henderson,MID,LIV,5300000,3,52,2.9,5.47169811320755e-07,9.81132075471698e-06,0,162670,1,18,0,0,0,1,0,9.8,615,-2,0,52,2,0.3,0,1.5,3,0,8,0,1,1.1,123786,0,0,0,0,1418,767,0,0,249,Southampton,West Ham,Newcastle,Man Utd,Watford,2.2,3.1,2.9,1.4,2.4,2.0,2.5,2.9,2.2,2.8,1.9,2.8,68.1
Jeff,Hendrick,MID,BUR,5400000,2,66,2.9,5.37037037037037e-07,1.2222222222222199e-05,0,22542,0,17,0,0,0,2,0,12.2,514,-1,0,66,1,0.4,0,2.0,1,0,8,0,1,0.2,22760,0,0,0,0,1796,386,0,0,225,Swansea,Southampton,Everton,West Ham,Chelsea,2.4,2.5,3.4,2.3,2.3,2.3,2.2,2.7,2.1,2.7,1.8,2.8,74.0
Wayne,Hennessey,GLK,CRY,4300000,5,56,3.7,8.604651162790701e-07,1.30232558139535e-05,0,93512,0,25,0,57,0,0,0,13.0,3726,-2,0,56,2,1.0,0,4.3,8,0,3,0,0,1.8,107210,0,0,0,0,1350,12969,0,0,293,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,2.6,4.4,4.4,3.6,3.3,4.6,3.0,5.1,4.2,4.1,3.7,4.5,40.9
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,2752,0,0,0,0,0,0,0,0.0,138,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6384,0,0,0,0,0,312,0,0,0,Everton,Tottenham,Man Utd,Chelsea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5000000,0,29,1.11538461538462,2.23076923076923e-07,5.7999999999999995e-06,0,194639,4,11,0,0,0,0,0,5.8,740,-5,0,29,5,0.1,0,0.5,0,0,3,0,1,1.2,27166,0,0,0,0,871,197,0,0,142,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.7,0.6,0.6,43.7
Wesley,Hoedt,DEF,SOU,5000000,4,38,2.4,4.8e-07,7.6e-06,0,7135,4,24,0,0,0,0,0,7.6,297,0,0,38,0,0.5,0,2.3,3,0,2,0,2,0.1,9472,0,0,0,0,1440,278,0,0,300,Liverpool,Burnley,Stoke,Newcastle,Swansea,2.3,2.2,2.5,1.8,1.8,2.2,1.9,2.2,1.6,1.8,1.4,1.8,55.0
Jonathan,Hogg,MID,HUD,4400000,1,30,1.7,3.8636363636363604e-07,6.81818181818182e-06,0,33048,4,29,0,0,0,0,0,6.8,486,-1,0,30,1,0.3,0,1.5,0,0,4,0,0,0.2,41566,0,0,0,0,1368,346,0,1,232,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,1.4,0.8,0.8,1.3,1.3,0.9,0.8,1.1,0.8,1.7,0.8,1.5,33.7
Pierre-Emile,H?jbjerg,MID,SOU,4300000,1,21,0.8076923076923079,1.8783542039356e-07,4.88372093023256e-06,0,31000,3,14,0,0,0,0,0,4.9,925,-2,0,21,2,0.3,0,1.5,0,0,1,0,0,0.4,31436,0,0,0,0,841,631,0,0,150,Liverpool,Burnley,Stoke,Newcastle,Swansea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,34.5
Rob,Holding,DEF,ARS,4500000,0,12,0.46153846153846206,1.0256410256410301e-07,2.66666666666667e-06,0,106651,2,12,0,0,0,0,0,2.7,1236,-5,0,12,5,0.1,0,0.3,0,0,1,0,1,0.6,25071,0,0,0,0,443,217,0,0,101,Tottenham,Man City,Brighton,Watford,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.4
Jose,Holebas,DEF,WAT,4800000,2,42,2.5,5.20833333333333e-07,8.75e-06,0,62519,4,29,0,0,0,0,0,8.8,450,-2,0,42,2,0.4,0,1.8,3,0,3,0,3,0.4,50836,0,0,0,0,1391,1077,0,0,243,West Ham,Everton,West Brom,Arsenal,Liverpool,2.4,2.0,2.4,2.0,2.1,1.9,2.4,2.0,3.5,1.9,2.0,1.7,74.5
Mason,Holgate,DEF,EVE,4200000,0,35,1.34615384615385,3.20512820512821e-07,8.33333333333333e-06,0,163652,3,14,0,0,0,0,0,8.3,10479,-3,1,35,3,0.1,0,0.5,0,0,4,0,0,1.8,188071,0,0,0,0,1170,2724,-1,0,208,Crystal Palace,Watford,Burnley,Brighton,Stoke,1.7,0.8,0.7,1.2,0.7,0.8,1.0,0.7,0.8,0.7,1.0,0.7,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,18315,0,0,0,0,0,0,0,0.0,95,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1208,0,0,0,0,0,16,0,0,0,Bournemouth,West Brom,Tottenham,Swansea,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum,Hudson-Odoi,MID,CHE,4500000,0,1,0.0384615384615385,8.54700854700855e-09,2.22222222222222e-07,0,162,0,1,0,0,0,0,0,0.2,51,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,369,0,0,0,0,25,70,0,0,8,West Brom,Man Utd,Man City,Crystal Palace,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Will,Hughes,MID,WAT,4600000,0,26,1.0,2.1739130434782601e-07,5.65217391304348e-06,0,73151,0,6,0,0,0,2,0,5.7,745,-4,0,26,4,0.0,0,0.0,3,0,2,0,1,0.2,64589,0,0,0,1,323,35,0,0,89,West Ham,Everton,West Brom,Arsenal,Liverpool,0.0,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.3
Jordan,Hugill,FWD,WHU,5500000,1,1,0.0384615384615385,6.993006993006989e-09,1.81818181818182e-07,0,274,0,0,0,0,0,0,0,0.2,226,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.0,1491,0,0,0,0,10,363,0,0,3,Watford,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0384615384615385,9.861932938856021e-09,2.56410256410256e-07,0,378176,0,1,0,0,0,0,0,0.3,6624,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,6.0,320293,0,0,0,0,17,3862,0,0,5,Stoke,Swansea,Arsenal,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,5026,0,0,0,0,0,0,0,0.0,86,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1654,0,0,0,0,0,117,0,0,0,Man City,Stoke,Bournemouth,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson,Hyndman,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,83,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,111,0,0,0,0,0,6,0,0,0,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,5,66,2.8,5.714285714285711e-07,1.3469387755102e-05,0,61036,1,23,0,0,0,1,0,13.5,7570,-1,-1,66,1,1.2,0,5.8,2,0,4,0,6,2.1,148624,0,0,0,0,1524,33297,1,0,234,Huddersfield,Newcastle,Leicester,Tottenham,West Brom,2.2,2.6,2.0,2.2,3.0,2.1,2.5,1.5,2.1,2.2,2.6,2.1,128.0
Vicente,Iborra,MID,LEI,5700000,0,35,1.34615384615385,2.3616734143049898e-07,6.1403508771929805e-06,0,10788,0,15,0,0,0,1,0,6.1,151,-3,0,35,3,0.1,0,0.3,2,0,2,0,0,0.1,4402,0,0,0,0,1055,45,0,0,199,Man City,Stoke,Bournemouth,West Brom,Arsenal,0.7,0.8,0.9,0.7,0.9,0.7,0.8,0.7,0.7,0.7,0.9,0.7,38.7
Zlatan,Ibrahimovic,FWD,MUN,9500000,0,5,0.19230769230769199,2.02429149797571e-08,5.263157894736841e-07,0,38951,0,2,0,0,0,0,0,0.5,236,-5,0,5,5,0.0,0,0.0,0,0,0,0,0,0.2,37826,0,0,0,0,102,66,0,0,18,Newcastle,Chelsea,Crystal Palace,Liverpool,West Ham,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.6
