FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
,Fernando,MID,MCI,4700000,0,15,0.19230769230769199,4.09165302782324e-08,3.1914893617021303e-06,0,15077,3,8,0,0,0,0,0,3.2,94,-3,0,15,3,0.1,0,0.5,1,0,1,0,0,0.2,7592,0,236,0,0,533,219,0,0,93,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.2,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,1,7,0.0897435897435897,2.03962703962704e-08,1.59090909090909e-06,0,627,1,1,0,0,0,0,0,1.6,8,-1,0,7,1,0.2,0,0.7,0,0,1,0,0,0.0,631,0,0,0,0,171,7,0,0,38,Crystal Palace,Everton,Arsenal,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8400000,2,124,5.0,5.95238095238095e-07,1.47619047619048e-05,0,1122988,3,32,0,0,0,8,0,14.8,49673,-1,0,124,1,0.4,0,3.3,12,0,7,0,6,9.9,1102209,0,522,0,5,2222,7299,0,0,425,Arsenal,Burnley,Man City,Everton,Bournemouth,4.9,7.5,3.9,6.4,6.2,4.4,4.0,5.9,5.5,6.2,3.6,6.6
Viktor,Fischer,MID,MID,4900000,0,21,0.269230769230769,5.49450549450549e-08,4.28571428571429e-06,0,43758,0,6,0,0,0,0,0,4.3,36,-6,0,21,6,0.0,0,0.0,0,0,1,0,2,0.2,2145,0,0,0,0,407,5,0,0,74,Stoke,Man Utd,Swansea,Hull City,Burnley,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4300000,0,9,0.115384615384615,2.68336314847943e-08,2.09302325581395e-06,0,4955,0,4,0,0,0,0,0,2.1,213,-2,0,9,2,0.0,0,0.0,0,0,0,0,0,0.1,6128,0,0,0,0,238,29,0,0,36,West Brom,Watford,Chelsea,Southampton,Arsenal,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,0,8,0.102564102564103,2.38521168753727e-08,1.86046511627907e-06,0,18318,2,4,0,0,0,0,0,1.9,155,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.2,4773,0,67,0,0,315,75,0,0,51,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ashley,Fletcher,FWD,WHU,5000000,0,13,0.166666666666667,3.33333333333333e-08,2.6e-06,0,12161,2,10,0,0,0,0,0,2.6,196,0,0,13,0,0.0,0,0.0,0,0,0,0,0,0.2,13370,0,0,0,0,322,122,0,0,24,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4500000,2,76,2.9,6.44444444444444e-07,1.68888888888889e-05,0,504686,0,28,0,0,0,2,0,16.9,9865,0,0,76,0,0.5,0,2.3,2,0,7,0,2,10.0,390972,0,403,0,1,2254,14150,0,0,325,Crystal Palace,Everton,Arsenal,Man Utd,Watford,2.6,1.8,2.1,2.0,2.4,2.8,2.1,1.6,3.6,1.9,2.3,2.0
Michael,Folivi,FWD,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,328,0,0,0,0,0,0,0,0.2,15,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,434,0,0,0,0,10,4,0,0,2,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5300000,2,63,3.0,5.66037735849057e-07,1.18867924528302e-05,0,224335,2,29,0,0,0,0,0,11.9,3572,-2,0,63,2,0.3,0,1.7,6,0,7,0,0,3.4,146406,0,487,0,0,1890,542,0,0,378,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,3.2,3.1,3.0,2.9,3.4,3.1,2.3,3.2,3.0,3.6,4.2,2.0
Adam,Forshaw,MID,MID,4500000,2,63,2.4,5.33333333333333e-07,1.4000000000000001e-05,0,35807,3,25,0,0,0,0,0,14.0,2170,0,0,63,0,0.4,0,1.7,3,0,7,0,2,0.7,59535,0,0,0,0,2127,1149,0,0,354,Stoke,Man Utd,Swansea,Hull City,Burnley,1.4,0.0,1.8,1.6,1.9,2.8,1.4,1.3,1.5,1.2,2.0,1.2
Fraser,Forster,GLK,SOU,5000000,0,81,3.2,6.4e-07,1.62e-05,0,190224,2,31,0,41,0,0,0,16.2,3722,0,0,81,0,0.7,0,3.5,1,0,9,0,0,4.1,155260,0,233,0,0,2250,1028,0,0,378,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,2.4,0.0,2.3,4.3,3.9,3.0,3.5,2.6,4.2,3.5,2.7,4.2
Ben,Foster,GLK,WBA,4700000,3,86,3.3,7.02127659574468e-07,1.82978723404255e-05,0,379825,2,32,0,91,0,0,0,18.3,9806,2,0,86,-2,0.6,0,3.0,4,0,5,0,0,15.3,646940,0,129,0,2,2340,5957,0,0,473,Crystal Palace,Everton,Arsenal,Man Utd,Watford,4.2,2.5,4.5,2.3,2.4,4.4,4.9,2.8,3.7,2.1,3.9,3.0
Timothy,Fosu-Mensah,DEF,MUN,4100000,0,1,0.0128205128205128,3.12695434646654e-09,2.4390243902438996e-07,0,9242,0,0,0,0,0,0,0,0.2,98,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.1,3625,0,40,0,0,1,32,0,0,2,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4600000,0,56,2.4,5.217391304347829e-07,1.21739130434783e-05,0,162254,3,39,0,0,0,0,0,12.2,6381,1,0,56,-1,0.1,0,0.3,5,0,6,0,1,1.5,162182,0,462,0,1,1948,28,0,1,426,Man Utd,West Ham,Swansea,Southampton,Liverpool,0.0,3.0,2.4,2.0,2.3,2.4,1.5,2.4,1.5,2.8,2.7,1.2
Ryan,Fraser,MID,BOU,4800000,8,69,0.8846153846153849,1.84294871794872e-07,1.4375e-05,0,52698,1,22,0,0,0,3,0,14.4,3044,-2,0,69,2,1.0,0,4.7,8,0,3,0,6,1.9,129786,0,0,0,2,1000,8051,0,0,225,Man Utd,West Ham,Swansea,Southampton,Liverpool,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4
George,Friend,DEF,MID,4300000,0,46,2.9,6.74418604651163e-07,1.06976744186047e-05,0,271724,1,17,0,0,0,0,0,10.7,4466,-2,0,46,2,0.0,0,0.0,5,0,3,0,2,2.2,147272,0,0,0,0,1260,603,0,0,269,Stoke,Man Utd,Swansea,Hull City,Burnley,0.0,0.0,2.3,2.6,2.6,3.5,3.7,2.8,2.9,2.3,3.6,3.1
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,64899,0,0,0,0,0,0,0,0.0,166,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,4220,0,0,0,0,0,70,0,0,0,Stoke,Man Utd,Swansea,Hull City,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.115384615384615,2.56410256410256e-08,2e-06,0,855,0,7,0,0,0,0,0,2.0,15,0,0,9,0,0.0,0,0.0,0,0,0,0,1,0.0,999,0,0,0,0,188,8,0,0,38,West Brom,Watford,Chelsea,Southampton,Arsenal,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5200000,5,60,2.4,4.615384615384621e-07,1.15384615384615e-05,0,397783,7,42,0,0,0,1,0,11.5,1816,-3,0,60,3,0.3,0,1.7,4,0,4,0,3,4.5,129723,0,482,0,1,2113,2231,0,0,435,Hull City,West Ham,Stoke,Sunderland,Everton,2.9,0.0,2.3,2.9,2.4,1.4,2.1,2.8,1.8,2.4,1.6,3.0
Jay,Fulton,MID,SWA,4400000,0,17,0.21794871794871803,4.95337995337995e-08,3.86363636363636e-06,0,1454,2,14,0,0,0,0,0,3.9,13,-1,0,17,1,0.0,0,0.0,0,0,3,0,0,0.0,949,0,4,0,0,624,9,0,0,81,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4700000,7,66,3.3,7.02127659574468e-07,1.40425531914894e-05,0,96523,0,16,0,0,0,0,0,14.0,3669,-3,0,66,3,1.2,0,5.7,4,0,7,0,1,3.5,134675,0,304,0,0,1373,10711,0,0,346,Tottenham,West Brom,Hull City,Liverpool,Man Utd,2.4,4.5,4.4,3.6,2.3,3.7,4.3,3.8,3.9,3.0,3.7,3.6
Manolo,Gabbiadini,FWD,SOU,6700000,0,20,0.25641025641025605,3.82701875239189e-08,2.98507462686567e-06,0,20528,0,3,0,0,0,3,0,3.0,5045,2,-2,20,-2,1.5,0,10.0,4,0,1,0,0,8.2,376736,0,0,0,1,162,210988,2,0,87,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Gabriel,DEF,ARS,4800000,0,28,0.35897435897435903,7.47863247863248e-08,5.83333333333333e-06,0,34859,3,12,0,0,0,0,0,5.8,2190,-2,0,28,2,0.1,0,0.5,0,0,3,0,0,0.5,41343,0,244,0,0,986,118,0,0,196,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Brendan,Galloway,DEF,WBA,4000000,0,9,0.115384615384615,2.88461538461538e-08,2.25e-06,0,18855,0,3,0,0,0,0,0,2.3,205,-5,0,9,5,0.0,0,0.0,0,0,1,0,0,0.2,15812,0,126,0,0,247,74,0,0,44,Crystal Palace,Everton,Arsenal,Man Utd,Watford,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,28550,0,0,0,0,0,0,0,0.0,110,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,1984,0,0,0,0,0,5,0,0,0,Crystal Palace,Everton,Arsenal,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,0,3,0.0384615384615385,7.69230769230769e-09,6e-07,0,520,0,1,0,0,0,0,0,0.6,14,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,527,0,0,0,0,29,26,0,0,11,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7346,1,6,0,0,0,0,0,2.7,22,-4,0,14,4,0.0,0,0.0,0,0,1,0,1,0.1,5078,0,244,0,0,218,6,0,0,52,Crystal Palace,Everton,Arsenal,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,5376,0,0,0,0,0,0,0,0.0,102,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5588,0,0,0,0,0,31,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,296,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,114,0,15,0,0,0,1,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy,Gestede,FWD,MID,4700000,1,5,0.0641025641025641,1.36388434260775e-08,1.0638297872340401e-06,0,2732,0,1,0,0,0,0,0,1.1,393,-3,0,5,3,0.1,0,0.7,0,0,0,0,0,0.1,4911,0,0,0,0,92,568,0,0,17,Stoke,Man Utd,Swansea,Hull City,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kieran,Gibbs,DEF,ARS,4700000,0,17,0.21794871794871803,4.6372067648663394e-08,3.61702127659574e-06,0,23207,3,1,0,0,0,0,0,3.6,111,-3,0,17,3,0.5,0,2.5,0,0,2,0,1,0.5,7735,0,69,0,0,297,151,0,0,82,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4900000,2,89,3.4,6.93877551020408e-07,1.81632653061224e-05,0,247262,3,28,0,0,0,1,0,18.2,17851,4,0,89,-4,0.7,0,3.3,9,0,8,0,0,9.4,581925,0,0,0,1,2340,6468,0,0,475,Stoke,Man Utd,Swansea,Hull City,Burnley,3.5,0.0,3.0,3.3,3.3,4.3,4.6,3.6,3.7,3.0,4.5,3.9
Darron,Gibson,MID,SUN,4300000,1,4,0.0512820512820513,1.1926058437686298e-08,9.30232558139535e-07,0,6104,1,3,0,0,0,0,0,0.9,77,-2,0,4,2,0.3,0,1.3,0,0,0,0,0,0.1,3703,0,44,0,0,197,117,0,0,21,Man City,Burnley,Watford,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier,Giroud,FWD,ARS,8200000,0,77,4.5,5.487804878048779e-07,9.39024390243902e-06,0,652201,1,7,0,0,0,8,0,9.3,19833,-8,1,77,8,0.4,0,3.0,13,0,3,0,4,3.0,687364,0,629,0,2,665,3004,-1,0,286,Liverpool,West Brom,Man City,West Ham,Crystal Palace,5.1,0.0,4.5,5.7,5.8,5.2,4.6,6.4,4.0,4.9,4.7,5.3
Shay,Given,GLK,STK,4300000,0,13,0.166666666666667,3.87596899224806e-08,3.02325581395349e-06,0,24260,1,14,0,18,0,0,0,3.0,185,-2,0,13,2,0.0,0,0.0,3,0,0,0,0,0.5,20203,1,24,1,1,450,64,0,0,92,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0.2,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,962,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,345,0,4,0,0,0,12,0,0,0,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4900000,2,75,2.9,5.91836734693878e-07,1.5306122448979598e-05,0,89470,1,39,0,75,0,0,0,15.3,1083,-1,0,75,1,0.6,0,3.0,4,0,4,0,0,1.7,35320,1,375,1,0,2257,285,0,0,452,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,3.7,0.0,3.0,3.0,3.7,2.0,3.1,2.5,4.1,1.7,2.1,3.0
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,1229,0,0,0,0,0,0,0,0.0,26,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,661,0,58,0,0,0,19,0,0,0,Arsenal,Burnley,Man City,Everton,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1765,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,513,0,242,0,0,0,22,0,0,0,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynden,Gooch,MID,SUN,4200000,0,10,0.12820512820512803,3.05250305250305e-08,2.38095238095238e-06,0,7513,3,5,0,0,0,0,0,2.4,175,-3,0,10,3,0.0,0,0.0,0,0,1,0,0,0.1,10119,0,0,0,0,323,222,0,0,38,Man City,Burnley,Watford,Leicester,Man Utd,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,1,37,0.474358974358974,1.00927441352973e-07,7.872340425531911e-06,0,11719,4,20,0,0,0,2,0,7.9,127,-3,0,37,3,0.1,0,0.7,1,0,2,0,0,0.1,8135,0,331,0,0,908,14,0,0,169,Man Utd,West Ham,Swansea,Southampton,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Grabban,FWD,BOU,4300000,0,6,2.0,4.65116279069767e-07,1.3953488372093e-06,0,244873,0,2,0,0,0,0,0,1.4,5091,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,3.4,191151,0,124,0,0,60,508,0,0,17,Man Utd,West Ham,Swansea,Southampton,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,4,0.0512820512820513,1.0256410256410301e-08,8e-07,0,13303,1,0,0,0,0,0,0,0.8,18,-5,0,4,5,0.0,0,0.0,0,0,0,0,0,0.1,1090,0,155,0,0,95,3,0,0,14,Man Utd,West Ham,Swansea,Southampton,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4400000,1,83,4.0,9.09090909090909e-07,1.88636363636364e-05,0,105899,1,26,0,69,0,0,0,18.9,5234,4,0,83,-4,0.8,0,3.7,8,0,7,0,0,8.9,454454,0,0,0,2,1890,18699,0,0,417,Middlesbrough,Man City,Chelsea,Leicester,Burnley,8.9,0.0,5.0,2.9,3.0,6.0,5.6,4.1,5.7,4.4,5.7,4.3
Andre,Gray,FWD,BUR,6100000,2,72,3.6,5.9016393442623e-07,1.18032786885246e-05,0,637830,2,22,0,0,0,6,0,11.8,17356,-4,0,72,4,0.3,0,1.7,8,0,5,0,2,4.3,372882,0,0,0,1,1555,3583,0,0,191,Swansea,Liverpool,Sunderland,Tottenham,Stoke,3.3,2.8,3.0,4.8,4.7,2.5,2.0,4.0,2.9,4.7,2.8,4.8
Demarai,Gray,MID,LEI,4800000,1,41,0.525641025641026,1.09508547008547e-07,8.54166666666667e-06,0,51118,1,13,0,0,0,1,0,8.5,837,-2,0,41,2,0.3,0,1.3,0,0,2,0,3,0.6,37493,0,57,0,0,737,738,0,0,156,Hull City,West Ham,Stoke,Sunderland,Everton,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Kamil,Grosicki,MID,HUL,5500000,5,9,0.115384615384615,2.0979020979021e-08,1.63636363636364e-06,0,801,0,2,0,0,0,0,0,1.6,308,0,0,9,0,0.5,0,3.0,0,0,1,0,1,0.2,7941,0,0,0,0,228,1536,0,0,38,Leicester,Swansea,Everton,West Ham,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marko,Grujic,MID,LIV,4300000,0,2,0.0256410256410256,5.963029218843171e-09,4.65116279069767e-07,0,27251,0,0,0,0,0,0,0,0.5,46,-7,0,2,7,0.0,0,0.0,0,0,0,0,0,0.2,2586,0,0,0,0,30,15,0,0,6,Arsenal,Burnley,Man City,Everton,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,4900000,0,41,0.525641025641026,1.0727367870225e-07,8.36734693877551e-06,0,22290,0,17,0,0,0,1,0,8.4,113,-6,0,41,6,0.0,0,0.0,3,0,3,0,2,0.1,13500,0,0,0,1,922,7,0,0,162,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adlene,Guedioura,MID,MID,4300000,1,24,0.307692307692308,7.15563506261181e-08,5.58139534883721e-06,0,7422,2,19,0,0,0,0,0,5.6,74,-2,0,24,2,0.2,0,1.0,0,0,0,0,1,0.1,7512,0,56,0,0,813,106,0,0,126,Stoke,Man Utd,Swansea,Hull City,Burnley,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Idrissa,Gueye,MID,EVE,5000000,10,63,3.0,6e-07,1.26e-05,0,39155,6,17,0,0,0,1,0,12.6,399,0,0,63,0,0.9,0,4.3,9,0,7,0,2,0.4,42769,0,270,0,1,1816,6500,0,0,394,Tottenham,West Brom,Hull City,Liverpool,Man Utd,1.5,2.9,3.8,1.5,2.1,3.8,3.9,1.5,2.4,2.2,3.7,1.5
Ilkay,Gundogan,MID,MCI,4900000,0,41,0.525641025641026,1.0727367870225e-07,8.36734693877551e-06,0,700798,0,8,0,0,0,3,0,8.4,832,-6,0,41,6,0.0,0,0.0,2,0,3,0,1,1.4,699699,0,0,0,1,704,71,0,0,196,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Bradley,Guzan,GLK,MID,4200000,0,17,0.21794871794871803,5.18925518925519e-08,4.04761904761905e-06,0,27790,0,1,0,10,0,0,0,4.0,272,-3,0,17,3,0.0,0,0.0,1,0,2,0,0,0.5,13490,0,188,0,1,270,110,0,0,69,Stoke,Man Utd,Swansea,Hull City,Burnley,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,366,0,0,0,0,0,0,0,0.0,8,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,336,0,0,0,0,0,7,0,0,0,Hull City,West Ham,Stoke,Sunderland,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,105,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,166,0,0,0,0,0,14,0,0,0,Crystal Palace,Everton,Arsenal,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,173762,0,0,0,0,0,0,0,0.0,110,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.0,2686,0,360,0,0,0,17,0,0,0,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouez,Hassen,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,45,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,142,0,0,0,0,0,103,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3399,0,0,0,0,0,0,0,0.0,26,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,263,0,31,0,0,0,2,0,0,0,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden,Hazard,MID,CHE,10200000,5,152,6.1,5.980392156862739e-07,1.49019607843137e-05,0,1719213,2,18,0,0,0,10,0,14.8,170596,2,1,152,-2,0.6,0,6.0,20,0,13,0,7,29.3,2043490,0,476,0,3,2081,8859,-1,0,597,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0.0,0.0,6.2,7.6,6.7,6.0,6.7,7.9,6.1,8.5,5.7,9.0
Tom,Heaton,GLK,BUR,5100000,2,108,4.5,8.823529411764709e-07,2.11764705882353e-05,0,298982,1,33,0,105,0,0,0,21.2,10287,6,0,108,-6,0.4,0,2.0,18,0,6,0,0,19.4,846053,0,0,1,4,2160,8911,0,0,522,Swansea,Liverpool,Sunderland,Tottenham,Stoke,4.0,4.4,3.2,6.7,6.8,3.8,3.4,5.1,4.8,6.8,4.4,6.8
Jordan,Henderson,MID,LIV,6300000,0,73,3.0,4.76190476190476e-07,1.15873015873016e-05,0,109305,8,28,0,0,0,1,0,11.6,3780,-2,0,73,2,0.2,0,1.3,9,0,7,0,4,1.2,98530,0,250,0,0,2116,310,0,0,467,Arsenal,Burnley,Man City,Everton,Bournemouth,0.0,3.9,1.7,3.1,2.9,1.9,1.7,2.8,2.5,3.0,1.5,3.3
Jeff,Hendrick,MID,BUR,5300000,0,46,2.3,4.33962264150943e-07,8.679245283018871e-06,0,5598,5,29,0,0,0,2,0,8.7,54,-2,0,46,2,-0.1,0,-0.7,1,0,5,0,0,0.0,6543,0,0,0,0,1616,59,0,1,154,Swansea,Liverpool,Sunderland,Tottenham,Stoke,1.2,1.2,1.4,2.1,2.2,1.2,1.2,2.0,1.2,2.1,1.2,1.6
Wayne,Hennessey,GLK,CRY,4300000,9,49,2.9,6.74418604651163e-07,1.13953488372093e-05,0,134779,1,29,0,52,0,0,0,11.4,1672,-2,0,49,2,0.9,0,4.0,3,0,3,0,0,2.4,60369,0,266,0,1,1530,2033,0,0,290,West Brom,Watford,Chelsea,Southampton,Arsenal,2.9,0.0,2.8,2.6,2.9,3.5,2.7,3.3,3.3,2.7,3.4,2.2
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,3993,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,670,0,0,0,0,0,10,0,0,0,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markus,Henriksen,MID,HUL,4900000,0,16,0.20512820512820498,4.18628990057562e-08,3.26530612244898e-06,0,974,1,12,0,0,0,0,0,3.3,4,-6,0,16,6,0.0,0,0.0,0,0,0,0,0,0.0,960,0,0,0,0,572,3,0,0,64,Leicester,Swansea,Everton,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1
