FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Steven,Pienaar,MID,SUN,4800000,0,13,0.18840579710144897,3.9251207729468594e-08,2.70833333333333e-06,0,990,4,11,0,0,0,0,0,2.7,7,-2,0,13,2,0.0,0,0.0,0,0,2,0,0,0.0,892,0,0,0,0,690,0,0,1,65,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Erik,Pieters,DEF,STK,4600000,4,65,3.0,6.52173913043478e-07,1.4130434782608701e-05,0,203461,4,31,0,0,0,0,0,14.1,5354,1,0,65,-1,0.7,0,3.3,5,0,6,0,2,6.9,300367,0,388,0,0,1980,11310,0,0,401,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,2.9,3.3,2.4,3.0,2.7,3.2,1.9,2.0,3.9,3.5,2.8,3.9,2.9,3.8,3.1
Alex,Pike,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,1027,0,0,0,0,0,0,0,0.0,53,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1731,0,0,0,0,0,5,0,0,0,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,18388,0,0,0,0,0,0,0,0.0,98,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,1898,0,16,0,0,0,4,0,0,0,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul,Pogba,MID,MUN,8400000,3,86,3.9,4.6428571428571395e-07,1.0238095238095199e-05,0,659929,6,20,0,0,0,4,0,10.1,28722,-1,1,86,1,0.3,0,2.3,11,0,8,0,3,10.4,582701,0,0,0,1,1980,3895,-1,0,379,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,3.9,4.7,0.0,4.1,3.1,3.9,3.8,4.2,4.5,3.3,3.4,3.8,2.8,2.5,3.6
Nick,Pope,GLK,BUR,3900000,0,0,0.0,0.0,0.0,0,36087,0,0,0,0,0,0,0,0.0,749,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.1,27652,0,0,0,0,0,3543,0,0,0,Watford,Chelsea,Hull City,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Pritchard,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,209,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,59,0,-4,0,0,0,1,0,0,0,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian,Prodl,DEF,WAT,4500000,1,57,2.6,5.77777777777778e-07,1.2666666666666699e-05,0,53187,5,30,0,0,0,1,0,12.7,1997,0,0,57,0,0.6,0,2.7,3,0,4,0,2,1.4,98390,0,181,0,1,1825,3566,0,0,304,Burnley,Man Utd,West Ham,Southampton,Chelsea,3.1,1.6,3.3,3.4,1.9,2.6,2.6,3.0,1.8,2.5,2.3,3.3,1.4,1.9,2.6
Marc,Pugh,MID,BOU,4600000,0,19,0.27536231884058004,5.986137366099559e-08,4.1304347826087e-06,0,6396,0,2,0,0,0,1,0,4.0,113,-4,1,19,4,0.2,0,0.7,3,0,1,0,1,0.1,4754,0,245,0,1,196,7,-1,0,70,Everton,Man City,West Brom,Man Utd,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jason,Puncheon,MID,CRY,5200000,3,52,2.5,4.807692307692311e-07,1e-05,0,94662,6,31,0,0,0,0,0,10.0,707,-3,0,52,3,0.4,0,2.3,4,0,2,0,4,0.7,71956,0,381,0,0,1757,806,0,0,302,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,2.9,1.8,2.0,1.6,1.7,2.4,1.4,1.6,1.3,2.6,1.2,2.8,1.5,2.6,2.0
Domingos,Quina,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,92,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,137,0,0,0,0,0,5,0,0,0,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaston,Ramirez,MID,MID,5200000,0,53,3.1,5.961538461538459e-07,1.01923076923077e-05,0,103713,7,12,0,0,0,2,0,10.2,1293,-3,0,53,3,0.0,0,0.0,6,0,6,0,3,0.6,75149,0,0,0,0,1189,45,0,0,196,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,0.0,3.0,2.6,2.4,4.1,2.8,2.6,3.2,4.0,2.0,2.2,2.3,1.8,3.1,1.6
Aaron,Ramsey,MID,ARS,7600000,1,18,0.260869565217391,3.4324942791762e-08,2.36842105263158e-06,0,147734,3,11,0,0,0,0,0,2.4,1993,-4,0,18,4,0.3,0,2.0,0,0,1,0,1,0.9,13405,0,558,0,0,556,30,0,0,78,Chelsea,Hull City,Liverpool,Leicester,West Brom,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,3900000,0,0,0.0,0.0,0.0,0,46179,0,0,0,0,0,0,0,0.0,1585,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.9,82021,0,30,0,0,0,1810,0,0,0,Hull City,Tottenham,Leicester,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Randolph,GLK,WHU,4400000,0,41,3.4,7.72727272727273e-07,9.31818181818182e-06,0,30119,0,20,0,38,0,0,0,9.3,2508,-1,0,41,1,0.6,0,2.7,3,0,3,0,0,1.7,70784,0,56,0,0,1080,1044,0,0,214,Southampton,West Brom,Watford,Chelsea,Bournemouth,3.7,4.3,3.0,3.9,3.4,3.6,3.5,4.2,3.7,2.6,3.9,3.6,4.2,4.6,2.3
Angel,Rangel,DEF,SWA,4300000,1,24,0.34782608695652195,8.08897876643074e-08,5.58139534883721e-06,0,12217,1,24,0,0,0,1,0,5.6,206,-2,0,24,2,0.2,0,0.7,1,0,1,0,0,0.3,6009,0,194,0,0,797,89,0,0,179,Man City,Leicester,Chelsea,Burnley,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andrea,Ranocchia,DEF,HUL,4500000,1,1,0.0144927536231884,3.22061191626409e-09,2.22222222222222e-07,0,32,0,0,0,0,0,0,0,0.2,31,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.0,729,0,0,0,0,25,680,0,0,7,Liverpool,Arsenal,Burnley,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tokelo,Rantie,FWD,BOU,4500000,0,0,0.0,0.0,0.0,0,13914,0,0,0,0,0,0,0,0.0,60,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,1881,0,3,0,0,0,18,0,0,0,Everton,Man City,West Brom,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus,Rashford,FWD,MUN,6400000,2,43,2.4,3.75e-07,6.71875e-06,0,493960,2,12,0,0,0,3,0,6.7,3335,-6,0,43,6,0.3,0,2.0,0,0,3,0,2,4.1,414526,0,237,0,0,957,1835,0,0,179,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,2.1,2.2,0.0,2.4,1.9,1.9,2.3,2.0,2.2,1.6,1.6,2.5,1.9,1.6,2.0
Adam,Reach,MID,MID,4400000,0,0,0.0,0.0,0.0,0,2303,0,0,0,0,0,0,0,0.0,2,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,481,0,0,0,0,0,0,0,0,0,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan,Redmond,MID,SOU,5800000,2,70,3.2,5.51724137931035e-07,1.20689655172414e-05,0,614851,1,26,0,0,0,3,0,12.1,8224,-2,0,70,2,0.4,0,2.3,7,0,7,0,1,4.9,522974,0,379,0,0,1821,4135,0,1,258,West Ham,Sunderland,Watford,Man Utd,Tottenham,2.7,2.9,0.0,2.7,3.2,1.6,3.4,3.0,1.8,2.7,1.6,4.2,1.6,2.4,3.2
Harrison,Reed,MID,SOU,4300000,0,2,0.0289855072463768,6.74081563869228e-09,4.65116279069767e-07,0,2679,0,1,0,0,0,0,0,0.5,36,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,1779,0,1,0,0,58,15,0,0,11,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winston,Reid,DEF,WHU,5100000,0,79,4.0,7.843137254901959e-07,1.54901960784314e-05,0,162925,5,33,0,0,0,2,0,15.5,7994,1,0,79,-1,0.5,0,2.7,15,0,6,0,3,4.5,246970,0,294,0,2,1787,6999,0,1,454,Southampton,West Brom,Watford,Chelsea,Bournemouth,4.6,5.4,3.9,4.9,4.4,4.6,4.4,5.1,4.6,3.3,4.9,4.6,5.3,5.7,3.1
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0.0,0.0,0.0,0,150,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,168,0,0,0,0,0,5,0,0,0,Chelsea,Hull City,Liverpool,Leicester,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loic,Remy,FWD,CRY,6300000,0,3,0.0434782608695652,6.901311249137341e-09,4.76190476190476e-07,0,23755,0,2,0,0,0,0,0,0.5,526,-2,0,3,2,0.2,0,1.0,0,0,1,0,0,0.2,17685,0,62,0,0,81,169,0,0,6,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,Rhodes,FWD,MID,5400000,0,8,1.3,2.40740740740741e-07,1.48148148148148e-06,0,38452,0,2,0,0,0,0,0,1.5,184,-6,0,8,6,0.0,0,0.0,0,0,0,0,0,0.2,3372,0,0,0,0,211,20,0,0,21,Tottenham,Everton,Crystal Palace,Stoke,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Declan,Rice,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,122,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,289,0,0,0,0,0,33,0,0,0,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Robertson,DEF,HUL,4300000,6,34,1.9,4.4186046511627905e-07,7.906976744186051e-06,0,71521,3,33,0,0,0,0,0,7.9,629,-2,0,34,2,0.9,0,4.0,2,0,2,0,1,1.0,60965,0,0,0,0,1503,3491,0,0,247,Liverpool,Arsenal,Burnley,Leicester,Swansea,2.1,1.7,1.9,1.0,1.5,1.1,2.1,1.6,1.2,1.4,1.6,1.5,1.6,1.6,1.9
Paul,Robinson,GLK,BUR,4000000,0,3,0.0434782608695652,1.08695652173913e-08,7.5e-07,0,51878,0,4,0,5,0,0,0,0.8,1541,0,0,3,0,0.0,0,0.0,0,0,0,0,0,2.6,38737,0,0,0,0,180,494,0,0,27,Watford,Chelsea,Hull City,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4700000,4,46,0.666666666666667,1.41843971631206e-07,9.78723404255319e-06,0,9834,0,4,0,22,0,0,0,9.8,933,-3,0,46,3,1.3,0,6.0,5,0,5,0,1,0.8,33215,0,110,0,1,657,6031,0,0,186,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3
Hal,Robson-Kanu,FWD,WBA,5000000,1,30,1.7,3.4e-07,6e-06,0,28600,1,5,0,0,0,1,0,6.0,1776,0,0,30,0,0.2,0,1.0,2,0,0,0,2,0.3,39174,0,0,0,0,267,408,0,0,81,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,1.3,1.0,1.5,1.3,0.8,1.2,0.9,0.9,1.7,1.6,1.1,1.8,0.8,1.0,1.4
Jay,Rodriguez,MID,SOU,6300000,0,46,0.666666666666667,1.05820105820106e-07,7.3015873015873e-06,0,52039,0,10,0,0,0,4,0,7.3,5255,-2,0,46,2,0.5,0,3.0,5,0,2,0,0,0.5,50967,0,56,0,1,626,262,0,0,102,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.0,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3
Jack,Rodwell,MID,SUN,4300000,2,24,2.0,4.65116279069767e-07,5.58139534883721e-06,0,83232,4,21,0,0,0,0,0,5.6,330,-2,0,24,2,0.5,0,2.0,1,0,1,0,1,0.7,67550,0,112,0,0,973,632,0,0,124,Crystal Palace,Southampton,Everton,Man City,Middlesbrough,1.1,1.7,1.0,1.2,1.1,2.4,1.2,1.1,1.5,1.2,1.0,1.7,1.4,1.5,1.0
Marcos,Rojo,DEF,MUN,5200000,8,48,3.4,6.538461538461541e-07,9.23076923076923e-06,0,34654,3,10,0,0,0,0,0,9.2,642,-3,0,48,3,0.6,0,3.3,6,0,5,0,0,0.9,39466,0,192,0,0,1146,4506,0,0,261,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,2.5,3.7,0.0,4.3,3.8,3.3,4.2,3.7,2.7,3.7,2.5,3.5,4.3,3.1,3.8
Sergio,Romero,GLK,MUN,4700000,0,0,0.0,0.0,0.0,0,3452,0,0,0,0,0,0,0,0.0,29,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,873,0,40,0,0,0,16,0,0,0,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6800000,2,88,3.8,5.58823529411765e-07,1.2941176470588199e-05,0,604001,1,27,0,0,0,7,0,12.9,34349,3,0,88,-3,0.3,0,2.0,8,0,5,0,3,8.3,823871,0,354,0,1,1866,13520,0,0,248,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,4.5,3.7,4.9,4.4,2.9,4.3,3.4,3.5,5.2,5.0,3.9,5.5,3.0,3.8,4.6
Wayne,Rooney,FWD,MUN,8600000,0,49,0.710144927536232,8.25749915739805e-08,5.69767441860465e-06,0,269923,5,10,0,0,0,2,0,5.7,1655,-4,0,49,4,0.3,0,3.0,6,0,3,0,5,2.3,140227,0,509,0,0,928,1031,0,0,195,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Danny,Rose,DEF,TOT,6100000,1,84,4.7,7.704918032786891e-07,1.3770491803278698e-05,0,396938,8,11,0,0,0,2,0,13.8,84048,1,0,84,-1,0.4,0,2.7,6,0,8,0,3,7.7,381824,0,346,0,2,1530,1654,0,0,357,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,0.0,5.2,6.7,6.5,5.6,7.0,3.4,4.8,6.4,7.0,3.4,6.8,5.3,5.2,5.0
Jack,Rose,GLK,WBA,4000000,0,0,0.0,0.0,0.0,0,4226,0,0,0,0,0,0,0,0.0,116,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,8654,0,0,0,0,0,49,0,0,0,Stoke,West Ham,Bournemouth,Crystal Palace,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne,Routledge,MID,SWA,4600000,1,55,2.8,6.08695652173913e-07,1.19565217391304e-05,0,42632,1,34,0,0,0,2,0,12.0,1421,-4,0,55,4,0.6,0,2.7,1,0,4,0,2,0.5,37317,0,269,0,0,1462,469,0,0,180,Man City,Leicester,Chelsea,Burnley,Hull City,1.7,3.2,1.6,3.4,2.9,1.9,2.5,2.1,1.6,2.6,2.3,2.3,2.5,2.8,2.3
Charlie,Rowan,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,168,0,0,0,0,0,0,0,0.0,33,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,519,0,0,0,0,0,52,0,0,0,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacary,Sagna,DEF,MCI,5300000,6,33,0.4782608695652171,9.02378999179655e-08,6.2264150943396205e-06,0,228281,2,14,0,0,0,0,0,6.2,297,-2,0,33,2,0.4,0,2.0,1,0,3,0,1,1.8,29341,0,386,0,0,1022,950,0,0,218,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Diafra,Sakho,FWD,WHU,5800000,0,10,0.144927536231884,2.49875062468766e-08,1.72413793103448e-06,0,7529,0,2,0,0,0,1,0,1.7,39,-2,0,10,2,0.0,0,0.0,2,0,0,0,0,0.1,3838,0,286,0,0,125,19,0,0,29,Southampton,West Brom,Watford,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mamadou,Sakho,DEF,CRY,4700000,0,0,0.0,0.0,0.0,0,4434,0,0,0,0,0,0,0,0.0,155,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,5255,0,273,0,0,0,3231,0,0,0,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakary,Sako,MID,CRY,5300000,0,4,0.0579710144927536,1.09379272627837e-08,7.54716981132075e-07,0,1093,0,3,0,0,0,0,0,0.8,26,-2,0,4,2,0.0,0,0.0,0,0,0,0,0,0.0,548,0,220,0,0,63,17,0,0,14,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis,Sanchez,MID,ARS,11900000,4,166,7.2,6.050420168067229e-07,1.39495798319328e-05,0,767144,4,24,0,0,0,15,0,13.9,70234,9,0,166,-9,0.6,1,7.7,18,0,7,0,9,36.5,1840301,0,690,0,6,1963,11330,0,0,534,Chelsea,Hull City,Liverpool,Leicester,West Brom,7.1,10.1,0.0,6.3,10.7,7.9,8.1,8.1,9.2,9.3,10.6,6.7,9.3,8.7,9.8
Leroy,Sane,MID,MCI,7500000,6,37,0.5362318840579711,7.14975845410628e-08,4.93333333333333e-06,0,32568,0,6,0,0,0,2,0,4.9,666,-5,0,37,5,0.6,0,4.3,3,0,1,0,2,0.7,32905,0,0,0,0,572,18727,0,0,131,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Yaya,Sanogo,FWD,ARS,4700000,0,0,0.0,0.0,0.0,0,8886,0,0,0,0,0,0,0,0.0,45,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,3300,0,0,0,0,0,21,0,0,0,Chelsea,Hull City,Liverpool,Leicester,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeffrey,Schlupp,DEF,CRY,4800000,0,7,0.101449275362319,2.11352657004831e-08,1.4583333333333299e-06,0,17074,0,4,0,0,0,0,0,1.5,894,-2,0,7,2,0.2,0,1.0,0,0,0,0,0,0.2,5564,0,236,0,0,238,143,0,0,41,Sunderland,Stoke,Middlesbrough,West Brom,Tottenham,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Kasper,Schmeichel,GLK,LEI,4900000,2,52,3.5,7.142857142857141e-07,1.0612244897959199e-05,0,382483,1,22,0,53,0,0,0,10.6,2158,-1,0,52,1,0.3,0,1.7,5,0,4,0,0,5.5,79595,0,475,0,0,1316,201,0,0,283,Man Utd,Swansea,Liverpool,Hull City,Arsenal,3.4,3.1,5.1,4.7,3.9,3.8,4.6,4.3,2.7,3.7,4.7,3.1,4.3,2.9,4.9
Morgan,Schneiderlin,MID,EVE,4600000,2,7,0.101449275362319,2.20541902961563e-08,1.52173913043478e-06,0,17815,0,2,0,0,0,0,0,1.5,1489,-4,0,7,4,0.3,0,1.3,0,0,0,0,0,0.7,30420,0,317,0,0,162,2527,0,0,31,Bournemouth,Middlesbrough,Sunderland,Tottenham,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Bastian,Schweinsteiger,MID,MUN,5100000,0,0,0.0,0.0,0.0,0,6647,0,0,0,0,0,0,0,0.0,97,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,1491,0,200,0,0,0,95,0,0,0,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6100000,0,51,3.6,5.9016393442623e-07,8.360655737704919e-06,0,460225,1,10,0,0,0,3,0,8.4,4866,-4,0,51,4,0.3,0,1.7,5,0,6,0,0,3.1,236291,0,302,0,1,1072,220,0,0,164,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,0.0,3.2,2.1,3.8,2.5,3.0,3.3,2.9,2.6,4.7,3.3,2.9,2.8,2.6,2.6
Luke,Shaw,DEF,MUN,5200000,0,28,0.405797101449275,7.80379041248606e-08,5.3846153846153804e-06,0,842831,0,5,0,0,0,0,0,5.4,1644,-3,0,28,3,0.0,0,0.0,2,0,3,0,1,6.9,367905,0,92,0,1,525,133,0,0,132,Leicester,Watford,Bournemouth,Southampton,Middlesbrough,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ryan,Shawcross,DEF,STK,4900000,0,57,2.9,5.91836734693878e-07,1.16326530612245e-05,0,93604,3,32,0,0,0,1,0,11.6,1538,-1,0,57,1,0.3,0,1.3,5,0,4,0,2,1.8,76650,1,176,0,2,1800,1194,0,0,317,West Brom,Crystal Palace,Tottenham,Middlesbrough,Man City,2.7,3.1,2.3,2.9,2.6,3.0,1.8,1.8,3.7,3.4,2.7,3.7,2.8,3.6,3.0
,Sheyi Ojo,MID,LIV,4700000,0,0,0.0,0.0,0.0,0,888,0,0,0,0,0,0,0,0.0,10,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,182,0,81,0,0,0,12,0,0,0,Hull City,Tottenham,Leicester,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,SWA,7300000,13,114,5.0,6.84931506849315e-07,1.56164383561644e-05,0,562240,1,52,0,0,0,7,0,15.8,7468,-2,-1,114,2,1.0,0,7.3,13,0,2,0,7,6.7,529976,0,586,0,3,1977,50447,1,0,430,Man City,Leicester,Chelsea,Burnley,Hull City,4.4,7.0,4.1,7.4,6.4,4.8,5.9,5.3,4.2,6.1,5.5,5.6,5.9,6.1,5.5
David,Silva,MID,MCI,8600000,10,73,3.5,4.0697674418604703e-07,8.48837209302326e-06,0,217251,4,25,0,0,0,2,0,8.5,680,-4,0,73,4,0.5,0,4.3,7,0,5,0,5,2.2,78001,0,351,0,1,1728,5574,0,0,362,Swansea,Bournemouth,Sunderland,Stoke,Liverpool,3.4,2.7,0.0,3.7,3.3,2.4,2.2,2.2,4.5,2.5,3.4,3.2,3.1,4.5,3.5
Danny,Simpson,DEF,LEI,4800000,2,44,2.1,4.375e-07,9.16666666666667e-06,0,80054,8,29,0,0,0,0,0,9.2,795,-2,0,44,2,0.3,0,1.3,1,0,5,0,1,1.1,20375,0,390,0,0,1749,69,0,0,288,Man Utd,Swansea,Liverpool,Hull City,Arsenal,1.5,1.3,2.6,2.3,1.8,1.8,2.2,2.0,1.1,1.7,2.3,1.4,2.0,1.3,2.4
Joshua,Sims,MID,SOU,4200000,1,10,0.144927536231884,3.45065562456867e-08,2.38095238095238e-06,0,16123,0,1,0,0,0,0,0,2.4,959,-3,0,10,3,0.2,0,0.7,0,0,1,0,1,0.4,29681,0,0,0,0,158,968,0,0,42,West Ham,Sunderland,Watford,Man Utd,Tottenham,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jerome,Sinclair,FWD,WAT,4800000,0,6,1.2,2.5e-07,1.25e-06,0,16980,0,1,0,0,0,0,0,1.3,355,-2,0,6,2,0.0,0,0.0,0,0,0,0,0,0.3,7102,0,0,0,0,116,27,0,0,11,Burnley,Man Utd,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moussa,Sissoko,MID,TOT,6600000,1,31,0.449275362318841,6.80720245937637e-08,4.6969696969697e-06,0,13308,2,2,0,0,0,0,0,4.6,107,-4,1,31,4,0.1,0,0.7,0,0,4,0,3,0.1,12650,0,0,0,0,601,44,-1,0,104,Middlesbrough,Liverpool,Stoke,Everton,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
