FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Federico,Fernandez,DEF,SWA,4200000,10,26,1.9,4.5238095238095205e-07,6.190476190476191e-06,0,66935,4,25,0,0,0,0,0,6.2,909,-3,0,26,3,1.0,0,4.0,1,0,2,0,1,1.3,22613,0,333,0,1,1260,8274,0,0,223,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,1.2,1.8,1.4,1.5,1.5,1.9,1.8,1.1,1.8,1.0,1.5,1.1,1.9
,Fernandinho,MID,MCI,5300000,3,44,2.2,4.15094339622642e-07,8.30188679245283e-06,0,122730,3,18,0,0,0,1,0,8.3,650,-2,0,44,2,0.4,0,2.0,3,0,4,0,1,1.3,71826,0,417,0,0,1675,439,0,2,271,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,1.9,1.7,1.2,1.1,1.1,2.3,1.2,1.6,1.5,1.5,2.3,1.7
,Fernando,MID,MCI,4700000,0,15,0.2,4.25531914893617e-08,3.1914893617021303e-06,0,14982,3,8,0,0,0,0,0,3.2,161,-3,0,15,3,0.1,0,0.3,1,0,1,0,0,0.2,7370,0,236,0,0,533,102,0,0,93,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,0,6,0.08,1.81818181818182e-08,1.36363636363636e-06,0,618,1,1,0,0,0,0,0,1.4,15,-1,0,6,1,0.1,0,0.3,0,0,1,0,0,0.0,623,0,0,0,0,168,7,0,0,33,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8400000,6,122,5.1,6.071428571428571e-07,1.45238095238095e-05,0,1073159,3,29,0,0,0,8,0,14.5,20333,-1,0,122,1,0.4,0,3.3,12,0,7,0,6,10.9,1094258,0,522,0,5,2132,39946,0,0,415,Leicester,Arsenal,Burnley,Man City,Everton,5.3,5.0,7.6,4.1,6.5,6.3,4.6,4.1,5.9,5.7,6.3,3.8,6.7
Viktor,Fischer,MID,MID,4900000,0,21,0.28,5.71428571428571e-08,4.28571428571429e-06,0,43722,0,6,0,0,0,0,0,4.3,60,-6,0,21,6,0.0,0,0.0,0,0,1,0,2,0.2,2139,0,0,0,0,407,8,0,0,74,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4300000,0,9,0.12,2.7906976744186004e-08,2.09302325581395e-06,0,4738,0,4,0,0,0,0,0,2.1,249,-2,0,9,2,0.1,0,0.3,0,0,0,0,0,0.1,6099,0,0,0,0,238,55,0,0,36,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,0,8,0.10666666666666699,2.4806201550387598e-08,1.86046511627907e-06,0,18159,2,4,0,0,0,0,0,1.9,174,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.2,4697,0,67,0,0,315,69,0,0,51,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ashley,Fletcher,FWD,WHU,5000000,0,13,0.17333333333333303,3.46666666666667e-08,2.6e-06,0,11960,2,10,0,0,0,0,0,2.6,274,0,0,13,0,0.1,0,0.3,0,0,0,0,0,0.2,13247,0,0,0,0,322,230,0,0,24,Watford,Chelsea,Bournemouth,Leicester,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4500000,2,74,3.0,6.66666666666667e-07,1.64444444444444e-05,0,494711,0,27,0,0,0,2,0,16.4,11451,0,0,74,0,0.7,0,3.3,2,0,7,0,2,9.9,376721,0,403,0,1,2164,10023,0,0,315,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,2.9,2.7,1.9,2.2,2.1,2.5,2.9,2.2,1.7,3.8,2.0,2.4,2.2
Michael,Folivi,FWD,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,313,0,0,0,0,0,0,0,0.2,30,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,430,0,0,0,0,10,5,0,0,2,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5300000,1,61,3.0,5.66037735849057e-07,1.15094339622642e-05,0,220738,2,28,0,0,0,0,0,11.5,3584,-2,0,61,2,0.2,0,1.0,6,0,7,0,0,3.5,145843,0,487,0,0,1800,1391,0,0,362,Watford,Chelsea,Bournemouth,Leicester,Hull City,2.4,3.2,3.0,3.0,2.9,3.4,3.2,2.3,3.1,3.0,3.7,4.1,2.0
Adam,Forshaw,MID,MID,4500000,1,61,2.4,5.33333333333333e-07,1.35555555555556e-05,0,33613,3,24,0,0,0,0,0,13.6,2501,0,0,61,0,0.4,0,1.7,3,0,7,0,2,0.7,58379,0,0,0,0,2067,958,0,0,344,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,1.7,1.5,0.0,1.8,1.6,2.0,2.8,1.4,1.4,1.5,1.2,2.0,1.2
Fraser,Forster,GLK,SOU,5000000,6,81,3.2,6.4e-07,1.62e-05,0,186359,2,31,0,41,0,0,0,16.2,9552,0,1,81,0,0.6,0,3.0,1,0,9,0,0,4.2,154220,0,233,0,0,2250,1163,-1,0,378,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,2.4,0.0,2.5,4.2,3.8,3.0,3.5,2.6,4.2,3.4,2.7,4.1
Ben,Foster,GLK,WBA,4700000,1,83,3.3,7.02127659574468e-07,1.7659574468085103e-05,0,369940,2,31,0,88,0,0,0,17.7,8646,2,0,83,-2,0.6,0,3.0,4,0,5,0,0,15.4,640810,0,129,0,2,2250,13435,0,0,458,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,4.4,4.0,2.5,4.5,2.3,2.5,4.4,4.8,2.8,3.7,2.1,3.9,3.0
Timothy,Fosu-Mensah,DEF,MUN,4100000,0,1,0.0133333333333333,3.2520325203252003e-09,2.4390243902438996e-07,0,9142,0,0,0,0,0,0,0,0.2,150,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.1,3593,0,40,0,0,1,35,0,0,2,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4600000,1,56,2.4,5.217391304347829e-07,1.21739130434783e-05,0,155745,3,39,0,0,0,0,0,12.2,7379,1,0,56,-1,0.2,0,0.7,5,0,6,0,1,1.6,162154,0,462,0,1,1948,64,0,1,426,West Brom,Man Utd,West Ham,Swansea,Southampton,0.0,0.0,0.0,2.4,2.0,2.3,2.4,1.5,2.4,1.5,2.7,2.7,1.3
Ryan,Fraser,MID,BOU,4800000,1,61,0.813333333333333,1.6944444444444403e-07,1.2708333333333301e-05,0,49575,1,20,0,0,0,3,0,12.7,6063,-2,0,61,2,0.6,0,2.7,5,0,3,0,5,1.7,121715,0,0,0,2,910,1703,0,0,198,West Brom,Man Utd,West Ham,Swansea,Southampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4
George,Friend,DEF,MID,4300000,0,46,2.9,6.74418604651163e-07,1.06976744186047e-05,0,267164,1,17,0,0,0,0,0,10.5,6252,-2,1,46,2,0.0,0,0.0,5,0,3,0,2,2.3,146653,0,0,0,0,1260,497,-1,0,269,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.0,2.8,0.0,2.3,2.6,2.7,3.5,3.7,2.8,2.9,2.4,3.6,3.1
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,64730,0,0,0,0,0,0,0,0.0,202,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,4150,0,0,0,0,0,78,0,0,0,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.12,2.6666666666666697e-08,2e-06,0,840,0,7,0,0,0,0,0,2.0,16,0,0,9,0,0.0,0,0.0,0,0,0,0,1,0.0,991,0,0,0,0,188,11,0,0,38,Middlesbrough,West Brom,Watford,Chelsea,Southampton,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5200000,0,55,2.3,4.4230769230769206e-07,1.05769230769231e-05,0,395930,7,41,0,0,0,1,0,10.6,3854,-3,0,55,3,0.1,0,0.7,4,0,4,0,2,4.5,127490,0,482,0,1,2023,206,0,0,410,Liverpool,Hull City,West Ham,Stoke,Sunderland,3.0,2.7,0.0,2.1,2.6,2.2,1.3,2.0,2.7,1.7,2.3,1.5,2.8
Jay,Fulton,MID,SWA,4400000,0,17,0.226666666666667,5.151515151515151e-08,3.86363636363636e-06,0,1441,2,14,0,0,0,0,0,3.9,18,-1,0,17,1,0.0,0,0.0,0,0,3,0,0,0.0,940,0,4,0,0,624,9,0,0,81,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4700000,6,59,3.1,6.59574468085106e-07,1.2553191489361699e-05,0,92824,0,16,0,0,0,0,0,12.6,2081,-3,0,59,3,0.9,0,4.0,3,0,6,0,1,3.3,123706,0,304,0,0,1283,18816,0,0,312,Sunderland,Tottenham,West Brom,Hull City,Liverpool,3.3,2.3,4.0,4.0,3.3,2.1,3.3,3.9,3.5,3.5,2.8,3.4,3.4
Manolo,Gabbiadini,FWD,SOU,6500000,13,20,0.266666666666667,4.1025641025641e-08,3.07692307692308e-06,0,15236,0,3,0,0,0,3,0,3.1,13400,0,0,20,0,1.5,0,10.0,4,0,1,0,0,3.5,165229,0,0,0,1,162,130741,0,0,87,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Gabriel,DEF,ARS,4800000,0,28,0.3733333333333329,7.777777777777781e-08,5.83333333333333e-06,0,32574,3,12,0,0,0,0,0,5.8,6332,-2,0,28,2,0.1,0,0.3,0,0,3,0,0,0.5,41225,0,244,0,0,986,235,0,0,196,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Brendan,Galloway,DEF,WBA,4000000,0,9,0.12,3e-08,2.25e-06,0,18647,0,3,0,0,0,0,0,2.3,321,-5,0,9,5,0.0,0,0.0,0,0,1,0,0,0.2,15737,0,126,0,0,247,96,0,0,44,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,28436,0,0,0,0,0,0,0,0.0,192,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,1979,0,0,0,0,0,6,0,0,0,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,0,3,0.04,8e-09,6e-07,0,506,0,1,0,0,0,0,0,0.6,23,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,501,0,0,0,0,29,11,0,0,11,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7323,1,6,0,0,0,0,0,2.7,30,-4,0,14,4,0.0,0,0.0,0,0,1,0,1,0.1,5072,0,244,0,0,218,3,0,0,52,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,5272,0,0,0,0,0,0,0,0.0,134,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5557,0,0,0,0,0,52,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,294,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,113,0,15,0,0,0,6,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy,Gestede,FWD,MID,4700000,1,4,0.0533333333333333,1.1347517730496498e-08,8.51063829787234e-07,0,2336,0,1,0,0,0,0,0,0.9,243,-3,0,4,3,0.1,0,0.7,0,0,0,0,0,0.1,4335,0,0,0,0,47,757,0,0,9,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kieran,Gibbs,DEF,ARS,4700000,5,17,0.226666666666667,4.82269503546099e-08,3.61702127659574e-06,0,23093,3,1,0,0,0,0,0,3.6,166,-3,0,17,3,0.4,0,1.7,0,0,2,0,1,0.5,7580,0,69,0,0,297,474,0,0,82,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4900000,6,87,3.5,7.142857142857141e-07,1.77551020408163e-05,0,229323,3,27,0,0,0,1,0,17.8,7645,4,0,87,-4,0.7,0,3.3,9,0,8,0,0,9.7,575249,0,0,0,1,2250,18803,0,0,459,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,4.1,3.7,0.0,3.1,3.5,3.5,4.5,4.7,3.8,3.8,3.2,4.6,4.1
Darron,Gibson,MID,SUN,4300000,2,3,0.04,9.30232558139535e-09,6.976744186046509e-07,0,6025,0,2,0,0,0,0,0,0.7,105,-2,0,3,2,0.2,0,1.0,0,0,0,0,0,0.1,3583,0,44,0,0,119,127,0,0,14,Everton,Man City,Burnley,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier,Giroud,FWD,ARS,8300000,0,77,4.5,5.42168674698795e-07,9.27710843373494e-06,0,631442,1,7,0,0,0,8,0,9.2,66384,-7,1,77,7,0.3,0,2.3,13,0,3,0,4,3.3,684305,0,629,0,2,665,7035,-1,0,286,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,5.1,0.0,4.5,5.7,5.8,5.5,4.6,6.4,4.0,4.9,4.7,5.3
Shay,Given,GLK,STK,4300000,0,13,0.17333333333333303,4.03100775193798e-08,3.02325581395349e-06,0,24071,1,14,0,18,0,0,0,3.0,404,-2,0,13,2,0.0,0,0.0,3,0,0,0,0,0.5,20139,1,24,1,1,450,61,0,0,92,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,952,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,333,0,4,0,0,0,9,0,0,0,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4900000,4,73,2.9,5.91836734693878e-07,1.4897959183673499e-05,0,88376,1,38,0,74,0,0,0,14.9,946,-1,0,73,1,0.7,0,3.3,4,0,4,0,0,1.7,35022,1,375,1,0,2167,1026,0,0,441,West Ham,Southampton,Crystal Palace,Sunderland,West Brom,3.8,3.7,0.0,3.0,2.9,3.7,2.1,3.1,2.5,4.0,1.7,2.1,3.0
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,1202,0,0,0,0,0,0,0,0.0,32,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,642,0,58,0,0,0,40,0,0,0,Leicester,Arsenal,Burnley,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1740,0,0,0,0,0,0,0,0.0,33,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,491,0,242,0,0,0,30,0,0,0,Chelsea,Burnley,Hull City,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynden,Gooch,MID,SUN,4200000,0,10,0.133333333333333,3.1746031746031705e-08,2.38095238095238e-06,0,7333,3,5,0,0,0,0,0,2.4,284,-3,0,10,3,0.0,0,0.0,0,0,1,0,0,0.1,9896,0,0,0,0,323,255,0,0,38,Everton,Man City,Burnley,Watford,Leicester,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,0,36,0.48,1.0212765957446801e-07,7.65957446808511e-06,0,11590,4,20,0,0,0,2,0,7.7,179,-3,0,36,3,0.1,0,0.3,1,0,2,0,0,0.1,8121,0,331,0,0,883,28,0,0,165,West Brom,Man Utd,West Ham,Swansea,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Grabban,FWD,BOU,4300000,0,6,2.0,4.65116279069767e-07,1.3953488372093e-06,0,239693,0,2,0,0,0,0,0,1.4,7849,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,3.5,190641,0,124,0,0,60,892,0,0,17,West Brom,Man Utd,West Ham,Swansea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,4,0.0533333333333333,1.06666666666667e-08,8e-07,0,13285,1,0,0,0,0,0,0,0.8,28,-5,0,4,5,0.0,0,0.0,0,0,0,0,0,0.1,1087,0,155,0,0,95,7,0,0,14,West Brom,Man Utd,West Ham,Swansea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4400000,7,82,4.1,9.31818181818182e-07,1.86363636363636e-05,0,100576,1,22,0,64,0,0,0,18.6,8109,4,0,82,-4,1.1,0,4.7,8,0,7,0,0,8.6,435657,0,0,0,2,1800,10180,0,0,398,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,3.7,5.0,4.2,5.2,3.2,3.1,6.1,5.7,4.3,5.8,4.6,5.8,4.5
Andre,Gray,FWD,BUR,6100000,2,70,3.7,6.0655737704918e-07,1.1475409836065598e-05,0,620351,2,21,0,0,0,6,0,11.5,10573,-4,0,70,4,0.3,0,1.7,8,0,5,0,2,4.7,369087,0,0,0,1,1471,13931,0,0,188,Hull City,Swansea,Liverpool,Sunderland,Tottenham,3.3,3.3,2.8,3.1,5.0,4.8,2.5,2.1,4.2,3.2,4.9,2.8,4.9
Demarai,Gray,MID,LEI,4800000,2,40,0.5333333333333329,1.11111111111111e-07,8.33333333333333e-06,0,50273,1,13,0,0,0,1,0,8.3,784,-2,0,40,2,0.4,0,2.0,0,0,2,0,3,0.6,36744,0,57,0,0,726,1039,0,0,154,Liverpool,Hull City,West Ham,Stoke,Sunderland,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Kamil,Grosicki,MID,HUL,5500000,1,4,0.0533333333333333,9.6969696969697e-09,7.27272727272727e-07,0,489,0,1,0,0,0,0,0,0.7,284,0,0,4,0,0.4,0,2.0,0,0,1,0,0,0.1,6382,0,0,0,0,138,1389,0,0,21,Burnley,Leicester,Swansea,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marko,Grujic,MID,LIV,4300000,0,2,0.0266666666666667,6.2015503875968995e-09,4.65116279069767e-07,0,27204,0,0,0,0,0,0,0,0.5,83,-7,0,2,7,0.0,0,0.0,0,0,0,0,0,0.2,2571,0,0,0,0,30,16,0,0,6,Leicester,Arsenal,Burnley,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,4900000,0,41,0.5466666666666671,1.1156462585034001e-07,8.36734693877551e-06,0,22175,0,17,0,0,0,1,0,8.4,187,-6,0,41,6,0.0,0,0.0,3,0,3,0,2,0.1,13493,0,0,0,1,922,11,0,0,162,Hull City,Swansea,Liverpool,Sunderland,Tottenham,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adlene,Guedioura,MID,MID,4300000,1,23,0.306666666666667,7.13178294573644e-08,5.34883720930233e-06,0,7347,2,19,0,0,0,0,0,5.3,105,-2,0,23,2,0.2,0,0.7,0,0,0,0,1,0.1,7402,0,56,0,0,783,101,0,0,119,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Idrissa,Gueye,MID,EVE,5000000,3,53,2.6,5.2e-07,1.06e-05,0,38755,6,17,0,0,0,0,0,10.6,258,0,0,53,0,0.2,0,1.0,7,0,6,0,2,0.3,36265,0,270,0,0,1726,343,0,0,351,Sunderland,Tottenham,West Brom,Hull City,Liverpool,3.1,1.3,2.3,3.2,1.3,1.7,3.1,3.3,1.3,1.9,1.8,3.0,1.3
Ilkay,Gundogan,MID,MCI,4900000,0,41,0.5466666666666671,1.1156462585034001e-07,8.36734693877551e-06,0,699942,0,8,0,0,0,3,0,8.4,1543,-6,0,41,6,0.0,0,0.0,2,0,3,0,1,1.5,699627,0,0,0,1,704,71,0,0,196,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Bradley,Guzan,GLK,MID,4200000,0,17,0.226666666666667,5.3968253968254005e-08,4.04761904761905e-06,0,27514,0,1,0,10,0,0,0,4.0,620,-3,1,17,3,0.0,0,0.0,1,0,2,0,0,0.5,13379,0,188,0,1,270,160,-1,0,69,Crystal Palace,Stoke,Man Utd,Swansea,Hull City,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,358,0,0,0,0,0,0,0,0.0,12,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,328,0,0,0,0,0,16,0,0,0,Liverpool,Hull City,West Ham,Stoke,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,98,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,152,0,0,0,0,0,14,0,0,0,Bournemouth,Crystal Palace,Everton,Arsenal,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,173650,0,0,0,0,0,0,0,0.0,198,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.0,2668,0,360,0,0,0,27,0,0,0,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouez,Hassen,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,17,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,38,0,0,0,0,0,38,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3372,0,0,0,0,0,0,0,0.0,53,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,261,0,31,0,0,0,1,0,0,0,Tottenham,Middlesbrough,Man City,Chelsea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden,Hazard,MID,CHE,10300000,2,147,6.1,5.92233009708738e-07,1.42718446601942e-05,0,1548445,2,17,0,0,0,10,0,14.4,23397,3,-1,147,-3,0.6,0,6.0,20,0,13,0,6,33.0,2032957,0,476,0,3,1997,107406,1,0,570,Swansea,West Ham,Stoke,Crystal Palace,Man City,7.9,5.2,0.0,6.2,7.5,6.7,6.0,6.7,8.0,6.1,8.4,5.6,9.0
Tom,Heaton,GLK,BUR,5100000,2,106,4.6,9.019607843137251e-07,2.0784313725490197e-05,0,288617,1,32,0,105,0,0,0,20.8,5889,6,0,106,-6,0.8,0,4.3,18,0,6,0,0,19.4,836804,0,0,1,4,2070,27570,0,0,512,Hull City,Swansea,Liverpool,Sunderland,Tottenham,4.1,4.1,4.4,3.2,6.9,6.9,3.8,3.4,5.4,4.9,6.9,4.4,6.9
Jordan,Henderson,MID,LIV,6300000,2,73,3.0,4.76190476190476e-07,1.15873015873016e-05,0,105516,8,28,0,0,0,1,0,11.6,1473,-2,0,73,2,0.3,0,1.7,9,0,7,0,4,1.3,98212,0,250,0,0,2116,1079,0,0,467,Leicester,Arsenal,Burnley,Man City,Everton,2.3,2.2,4.0,1.7,3.0,2.9,2.0,1.7,2.7,2.5,2.9,1.5,3.2
